#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2021 12 18 00 40 323  6.1  7.6  1.74 12.12  7.60 289 1025.4 999.0  12.2 999.0 99.0 99.00 
2021 12 18 00 50 324  5.8  7.4 99.00 99.00 99.00 999 1025.4 999.0  12.1 999.0 99.0 99.00 
2021 12 18 01 00 325  6.1  7.2 99.00 99.00 99.00 999 1025.4 999.0  12.1 999.0 99.0 99.00 
2021 12 18 01 10 327  6.2  7.9 99.00 99.00 99.00 999 1025.4 999.0  12.1 999.0 99.0 99.00 
2021 12 18 01 20 328  6.9  8.1 99.00 99.00 99.00 999 1025.4 999.0  12.1 999.0 99.0 99.00 
2021 12 18 01 30 330  6.9  8.5 99.00 99.00 99.00 999 1025.5 999.0  12.1 999.0 99.0 99.00 
2021 12 18 01 40 328  7.1  8.5  1.65 11.43  6.86 294 1025.5 999.0  12.1 999.0 99.0 99.00 
2021 12 18 01 50 326  6.6  8.6 99.00 99.00 99.00 999 1025.5 999.0  12.1 999.0 99.0 99.00 
2021 12 18 02 00 328  6.3  8.0 99.00 99.00 99.00 999 1025.4 999.0  12.1 999.0 99.0 99.00 
2021 12 18 02 10 331  6.1  7.3 99.00 99.00 99.00 999 1025.5 999.0  12.1 999.0 99.0 99.00 
2021 12 18 02 20 335  5.6  6.9 99.00 99.00 99.00 999 1025.6 999.0  12.1 999.0 99.0 99.00 
2021 12 18 02 30 337  5.5  6.8 99.00 99.00 99.00 999 1025.6 999.0  12.1 999.0 99.0 99.00 
2021 12 18 02 40 345  5.1  6.3  1.72 10.81  7.09 298 1025.6 999.0  12.1 999.0 99.0 99.00 
2021 12 18 02 50 345  4.6  5.5 99.00 99.00 99.00 999 1025.7 999.0  12.1 999.0 99.0 99.00 
2021 12 18 03 00 343  4.7  6.0 99.00 99.00 99.00 999 1025.7 999.0  12.1 999.0 99.0 99.00 
2021 12 18 03 10 341  4.9  6.3 99.00 99.00 99.00 999 1025.7 999.0  12.1 999.0 99.0 99.00 
2021 12 18 03 20 342  5.0  6.2 99.00 99.00 99.00 999 1025.7 999.0  12.1 999.0 99.0 99.00 
2021 12 18 03 30 341  4.9  5.9 99.00 99.00 99.00 999 1025.6 999.0  12.1 999.0 99.0 99.00 
2021 12 18 03 40 344  4.8  6.0  1.53 12.12  7.05 285 1025.7 999.0  12.1 999.0 99.0 99.00 
2021 12 18 03 50 342  4.5  5.6 99.00 99.00 99.00 999 1025.7 999.0  12.1 999.0 99.0 99.00 
2021 12 18 04 00 345  4.7  5.9 99.00 99.00 99.00 999 1025.7 999.0  12.1 999.0 99.0 99.00 
2021 12 18 04 10 352  4.6  6.1 99.00 99.00 99.00 999 1025.8 999.0  12.1 999.0 99.0 99.00 
2021 12 18 04 20 344  4.7  6.0 99.00 99.00 99.00 999 1025.9 999.0  12.1 999.0 99.0 99.00 
2021 12 18 04 30 346  4.5  5.8 99.00 99.00 99.00 999 1025.9 999.0  12.1 999.0 99.0 99.00 
2021 12 18 04 40 345  4.6  5.7  1.66 11.43  7.82 291 1026.0 999.0  12.1 999.0 99.0 99.00 
2021 12 18 04 50 350  4.5  5.8 99.00 99.00 99.00 999 1026.0 999.0  12.1 999.0 99.0 99.00 
2021 12 18 05 00 347  4.4  5.3 99.00 99.00 99.00 999 1026.0 999.0  12.1 999.0 99.0 99.00 
2021 12 18 05 10 347  4.5  5.7 99.00 99.00 99.00 999 1026.1 999.0  12.1 999.0 99.0 99.00 
2021 12 18 05 20 350  4.4  5.2 99.00 99.00 99.00 999 1026.1 999.0  12.1 999.0 99.0 99.00 
2021 12 18 05 30 353  4.2  5.1 99.00 99.00 99.00 999 1026.1 999.0  12.1 999.0 99.0 99.00 
2021 12 18 05 40 359  3.8  4.8  1.74 11.43  8.11 291 1026.1 999.0  12.1 999.0 99.0 99.00 
2021 12 18 05 50 358  3.9  5.0 99.00 99.00 99.00 999 1026.1 999.0  12.1 999.0 99.0 99.00 
2021 12 18 06 00   7  3.8  4.9 99.00 99.00 99.00 999 1026.1 999.0  12.1 999.0 99.0 99.00 
2021 12 18 06 10   8  3.5  4.7 99.00 99.00 99.00 999 1026.1 999.0  12.1 999.0 99.0 99.00 
2021 12 18 06 20   2  3.7  4.8 99.00 99.00 99.00 999 1026.2 999.0  12.1 999.0 99.0 99.00 
2021 12 18 06 30   4  3.7  4.7 99.00 99.00 99.00 999 1026.3 999.0  12.1 999.0 99.0 99.00 
2021 12 18 06 40  12  3.5  4.4  1.62 10.81  7.83 293 1026.3 999.0  12.1 999.0 99.0 99.00 
2021 12 18 06 50  17  3.3  4.2 99.00 99.00 99.00 999 1026.4 999.0  12.1 999.0 99.0 99.00 
2021 12 18 07 00  20  2.3  3.2 99.00 99.00 99.00 999 1026.4 999.0  12.1 999.0 99.0 99.00 
2021 12 18 07 10  65  1.5  2.6 99.00 99.00 99.00 999 1026.3 999.0  12.1 999.0 99.0 99.00 
2021 12 18 07 20  97  2.1  4.2 99.00 99.00 99.00 999 1026.3 999.0  12.1 999.0 99.0 99.00 
2021 12 18 07 30 110  2.0  3.4 99.00 99.00 99.00 999 1026.4 999.0  12.0 999.0 99.0 99.00 
2021 12 18 07 40  91  2.6  4.0  1.46 11.43  7.82 292 1026.3 999.0  12.0 999.0 99.0 99.00 
2021 12 18 07 50  90  3.1  4.8 99.00 99.00 99.00 999 1026.3 999.0  12.0 999.0 99.0 99.00 
2021 12 18 08 00  82  3.4  4.9 99.00 99.00 99.00 999 1026.3 999.0  12.0 999.0 99.0 99.00 
2021 12 18 08 10  84  3.5  4.9 99.00 99.00 99.00 999 1026.3 999.0  12.0 999.0 99.0 99.00 
2021 12 18 08 20  78  3.5  4.7 99.00 99.00 99.00 999 1026.3 999.0  12.0 999.0 99.0 99.00 
2021 12 18 08 30  76  4.0  5.3 99.00 99.00 99.00 999 1026.3 999.0  12.0 999.0 99.0 99.00 
2021 12 18 08 40  72  4.4  5.7  1.63 14.81  8.66 280 1026.3 999.0  12.0 999.0 99.0 99.00 
2021 12 18 08 50  70  4.5  6.0 99.00 99.00 99.00 999 1026.2 999.0  12.0 999.0 99.0 99.00 
2021 12 18 09 00  75  4.8  6.4 99.00 99.00 99.00 999 1026.1 999.0  12.0 999.0 99.0 99.00 
2021 12 18 09 10  73  4.9  6.1 99.00 99.00 99.00 999 1026.0 999.0  12.0 999.0 99.0 99.00 
2021 12 18 09 20  69  4.7  6.3 99.00 99.00 99.00 999 1026.1 999.0  12.0 999.0 99.0 99.00 
2021 12 18 09 30  77  4.7  6.6 99.00 99.00 99.00 999 1026.1 999.0  12.0 999.0 99.0 99.00 
2021 12 18 09 40  84  5.8  7.5  1.69 10.81  7.50 279 1026.1 999.0  12.0 999.0 99.0 99.00 
2021 12 18 09 50  83  5.4  7.2 99.00 99.00 99.00 999 1026.1 999.0  12.0 999.0 99.0 99.00 
2021 12 18 10 00  76  5.1  7.3 99.00 99.00 99.00 999 1026.0 999.0  12.0 999.0 99.0 99.00 
2021 12 18 10 10  71  4.8  6.1 99.00 99.00 99.00 999 1026.1 999.0  12.0 999.0 99.0 99.00 
2021 12 18 10 20  64  4.7  6.0 99.00 99.00 99.00 999 1026.1 999.0  12.0 999.0 99.0 99.00 
2021 12 18 10 30  56  4.4  5.7 99.00 99.00 99.00 999 1026.1 999.0  12.0 999.0 99.0 99.00 
2021 12 18 10 40  45  3.7  4.9  1.50 10.00  7.16 295 1026.1 999.0  12.0 999.0 99.0 99.00 
2021 12 18 10 50  51  3.7  5.1 99.00 99.00 99.00 999 1026.1 999.0  12.0 999.0 99.0 99.00 
2021 12 18 11 00  52  3.9  5.0 99.00 99.00 99.00 999 1026.0 999.0  12.0 999.0 99.0 99.00 
2021 12 18 11 10  54  3.8  4.8 99.00 99.00 99.00 999 1025.9 999.0  12.0 999.0 99.0 99.00 
2021 12 18 11 20  58  4.0  5.4 99.00 99.00 99.00 999 1026.0 999.0  12.0 999.0 99.0 99.00 
2021 12 18 11 30  52  3.6  4.8 99.00 99.00 99.00 999 1025.8 999.0  12.0 999.0 99.0 99.00 
2021 12 18 11 40  49  3.7  4.8  1.71 14.81  7.56 281 1025.8 999.0  12.0 999.0 99.0 99.00 
2021 12 18 11 50  54  3.6  4.6 99.00 99.00 99.00 999 1025.7 999.0  12.0 999.0 99.0 99.00 
2021 12 18 12 00  56  3.6  4.9 99.00 99.00 99.00 999 1025.7 999.0  12.0 999.0 99.0 99.00 
2021 12 18 12 10  62  3.4  4.6 99.00 99.00 99.00 999 1025.7 999.0  11.9 999.0 99.0 99.00 
2021 12 18 12 20  61  3.3  4.6 99.00 99.00 99.00 999 1025.6 999.0  12.0 999.0 99.0 99.00 
2021 12 18 12 30  66  3.6  5.1 99.00 99.00 99.00 999 1025.6 999.0  11.9 999.0 99.0 99.00 
2021 12 18 12 40  74  3.6  5.2  1.52 10.81  7.26 294 1025.4 999.0  11.9 999.0 99.0 99.00 
2021 12 18 12 50  80  3.8  5.5 99.00 99.00 99.00 999 1025.4 999.0  11.9 999.0 99.0 99.00 
2021 12 18 13 00  81  3.7  5.4 99.00 99.00 99.00 999 1025.3 999.0  11.9 999.0 99.0 99.00 
2021 12 18 13 10  82  3.9  5.3 99.00 99.00 99.00 999 1025.3 999.0  11.9 999.0 99.0 99.00 
2021 12 18 13 20  92  4.1  5.9 99.00 99.00 99.00 999 1025.3 999.0  11.9 999.0 99.0 99.00 
2021 12 18 13 30  91  4.8  6.8 99.00 99.00 99.00 999 1025.3 999.0  11.9 999.0 99.0 99.00 
2021 12 18 13 40  86  5.5  7.3  1.58 10.00  7.16 293 1025.4 999.0  11.9 999.0 99.0 99.00 
2021 12 18 13 50  81  5.1  6.8 99.00 99.00 99.00 999 1025.4 999.0  11.9 999.0 99.0 99.00 
2021 12 18 14 00  81  4.7  6.8 99.00 99.00 99.00 999 1025.5 999.0  11.9 999.0 99.0 99.00 
2021 12 18 14 10  85  5.6  7.4 99.00 99.00 99.00 999 1025.5 999.0  11.9 999.0 99.0 99.00 
2021 12 18 14 20  83  4.4  6.6 99.00 99.00 99.00 999 1025.6 999.0  11.9 999.0 99.0 99.00 
2021 12 18 14 30  71  4.5  8.7 99.00 99.00 99.00 999 1025.6 999.0  11.9 999.0 99.0 99.00 
2021 12 18 14 40  76  7.0  9.3  1.56 10.00  6.67 294 1025.7 999.0  11.9 999.0 99.0 99.00 
2021 12 18 14 50  79  7.7  9.6 99.00 99.00 99.00 999 1025.8 999.0  11.9 999.0 99.0 99.00 
2021 12 18 15 00  81  7.4  9.2 99.00 99.00 99.00 999 1025.8 999.0  11.9 999.0 99.0 99.00 
2021 12 18 15 10  75  7.3  9.5 99.00 99.00 99.00 999 1025.8 999.0  11.9 999.0 99.0 99.00 
2021 12 18 15 20  78  7.3  9.4 99.00 99.00 99.00 999 1025.6 999.0  11.9 999.0 99.0 99.00 
2021 12 18 15 30  80  7.6  9.5 99.00 99.00 99.00 999 1025.6 999.0  11.9 999.0 99.0 99.00 
2021 12 18 15 40  78  7.3  9.5  1.51 14.81  6.00 280 1025.6 999.0  11.9 999.0 99.0 99.00 
2021 12 18 15 50  74  6.6  8.7 99.00 99.00 99.00 999 1025.8 999.0  11.9 999.0 99.0 99.00 
2021 12 18 16 00  36  4.3  7.9 99.00 99.00 99.00 999 1025.8 999.0  11.9 999.0 99.0 99.00 
2021 12 18 16 10  20  3.4  4.9 99.00 99.00 99.00 999 1025.9 999.0  11.9 999.0 99.0 99.00 
2021 12 18 16 20  56  4.3  5.5 99.00 99.00 99.00 999 1026.0 999.0  11.9 999.0 99.0 99.00 
2021 12 18 16 30  69  5.1  7.4 99.00 99.00 99.00 999 1026.0 999.0  11.9 999.0 99.0 99.00 
2021 12 18 16 40  76  6.9  9.2  1.43 10.00  5.86 290 1026.0 999.0  11.9 999.0 99.0 99.00 
2021 12 18 16 50  76  8.3 10.3 99.00 99.00 99.00 999 1026.0 999.0  11.9 999.0 99.0 99.00 
2021 12 18 17 00  77  8.5 10.5 99.00 99.00 99.00 999 1025.9 999.0  11.9 999.0 99.0 99.00 
2021 12 18 17 10  80  8.5 10.5 99.00 99.00 99.00 999 1025.8 999.0  11.9 999.0 99.0 99.00 
2021 12 18 17 20  79  9.0 10.8 99.00 99.00 99.00 999 1025.9 999.0  11.9 999.0 99.0 99.00 
2021 12 18 17 30  79  8.1 10.0 99.00 99.00 99.00 999 1026.0 999.0  11.9 999.0 99.0 99.00 
2021 12 18 17 40  70  6.8 10.0  1.43 10.00  5.28 290 1026.1 999.0  11.9 999.0 99.0 99.00 
2021 12 18 17 50  59  5.6  8.2 99.00 99.00 99.00 999 1026.3 999.0  11.9 999.0 99.0 99.00 
2021 12 18 18 00  83  6.3  8.6 99.00 99.00 99.00 999 1026.3 999.0  11.9 999.0 99.0 99.00 
2021 12 18 18 10  84  6.0  8.0 99.00 99.00 99.00 999 1026.2 999.0  11.9 999.0 99.0 99.00 
2021 12 18 18 20  80  5.4  7.1 99.00 99.00 99.00 999 1026.2 999.0  11.9 999.0 99.0 99.00 
2021 12 18 18 30  79  5.2  6.6 99.00 99.00 99.00 999 1026.1 999.0  11.9 999.0 99.0 99.00 
2021 12 18 18 40  71  5.5  7.8  1.51 13.79  6.17 256 1026.1 999.0  11.9 999.0 99.0 99.00 
2021 12 18 18 50  74  6.0  7.5 99.00 99.00 99.00 999 1026.1 999.0  11.9 999.0 99.0 99.00 
2021 12 18 19 00  77  6.6  8.5 99.00 99.00 99.00 999 1025.8 999.0  11.9 999.0 99.0 99.00 
2021 12 18 19 10  78  7.2  9.1 99.00 99.00 99.00 999 1025.6 999.0  11.9 999.0 99.0 99.00 
2021 12 18 19 20  78  7.5  9.2 99.00 99.00 99.00 999 1025.5 999.0  11.9 999.0 99.0 99.00 
2021 12 18 19 30  77  7.8  9.9 99.00 99.00 99.00 999 1025.3 999.0  11.9 999.0 99.0 99.00 
2021 12 18 19 40  75  7.5  9.2  1.50 14.81  5.74 249 1025.1 999.0  11.9 999.0 99.0 99.00 
2021 12 18 19 50  76  7.8 10.3 99.00 99.00 99.00 999 1024.9 999.0  11.9 999.0 99.0 99.00 
2021 12 18 20 00  71  8.3 10.2 99.00 99.00 99.00 999 1024.8 999.0  11.9 999.0 99.0 99.00 
2021 12 18 20 10  75  7.8  9.8 99.00 99.00 99.00 999 1024.6 999.0  11.9 999.0 99.0 99.00 
2021 12 18 20 20  77  8.1  9.5 99.00 99.00 99.00 999 1024.3 999.0  11.9 999.0 99.0 99.00 
2021 12 18 20 30  81  8.1  9.7 99.00 99.00 99.00 999 1024.1 999.0  11.9 999.0 99.0 99.00 
2021 12 18 20 40  83  7.9 10.0  1.37 14.81  5.54 257 1024.0 999.0  12.0 999.0 99.0 99.00 
2021 12 18 20 50  79  7.1  8.9 99.00 99.00 99.00 999 1023.8 999.0  12.0 999.0 99.0 99.00 
2021 12 18 21 00  77  6.9  8.8 99.00 99.00 99.00 999 1023.7 999.0  12.0 999.0 99.0 99.00 
2021 12 18 21 10  75  6.8  8.1 99.00 99.00 99.00 999 1023.5 999.0  12.0 999.0 99.0 99.00 
2021 12 18 21 20  75  6.8  8.3 99.00 99.00 99.00 999 1023.3 999.0  12.0 999.0 99.0 99.00 
2021 12 18 21 30  74  6.2  7.6 99.00 99.00 99.00 999 1023.2 999.0  12.0 999.0 99.0 99.00 
2021 12 18 21 40  76  6.2  7.5  1.19 14.81  5.79 286 1023.0 999.0  12.0 999.0 99.0 99.00 
2021 12 18 21 50  78  5.7  6.9 99.00 99.00 99.00 999 1022.8 999.0  12.0 999.0 99.0 99.00 
2021 12 18 22 00  79  5.9  7.6 99.00 99.00 99.00 999 1022.7 999.0  12.0 999.0 99.0 99.00 
2021 12 18 22 10  76  5.3  6.9 99.00 99.00 99.00 999 1022.6 999.0  12.0 999.0 99.0 99.00 
2021 12 18 22 20  59  4.0  5.5 99.00 99.00 99.00 999 1022.5 999.0  12.0 999.0 99.0 99.00 
2021 12 18 22 30  48  3.5  5.0 99.00 99.00 99.00 999 1022.5 999.0  12.0 999.0 99.0 99.00 
2021 12 18 22 40  39  2.4  3.3  1.21 13.79  5.83 287 1022.5 999.0  12.0 999.0 99.0 99.00 
2021 12 18 22 50  67  3.9  5.6 99.00 99.00 99.00 999 1022.4 999.0  12.0 999.0 99.0 99.00 
2021 12 18 23 00  23  1.6  4.0 99.00 99.00 99.00 999 1022.3 999.0  12.0 999.0 99.0 99.00 
2021 12 18 23 10  15  1.3  2.3 99.00 99.00 99.00 999 1022.4 999.0  12.0 999.0 99.0 99.00 
2021 12 18 23 20 342  1.5  2.4 99.00 99.00 99.00 999 1022.4 999.0  12.0 999.0 99.0 99.00 
2021 12 18 23 30 334  1.5  2.5 99.00 99.00 99.00 999 1022.4 999.0  12.0 999.0 99.0 99.00 
2021 12 18 23 40 324  1.9  3.0  1.03 13.79  6.14 274 1022.3 999.0  12.0 999.0 99.0 99.00 
2021 12 18 23 50 326  2.1  3.1 99.00 99.00 99.00 999 1022.2 999.0  12.0 999.0 99.0 99.00 
2021 12 19 00 00 324  1.8  2.8 99.00 99.00 99.00 999 1022.0 999.0  12.0 999.0 99.0 99.00 
2021 12 19 00 10 344  1.7  2.6 99.00 99.00 99.00 999 1022.0 999.0 999.0 999.0 99.0 99.00 
2021 12 19 00 20 358  1.5  2.3 99.00 99.00 99.00 999 1021.9 999.0  12.0 999.0 99.0 99.00 
2021 12 19 00 30 348  1.5  2.3 99.00 99.00 99.00 999 1022.0 999.0  12.0 999.0 99.0 99.00 
2021 12 19 00 40 305  1.5  2.2  1.04 13.79  6.98 274 1021.9 999.0  12.0 999.0 99.0 99.00 
2021 12 19 00 50 303  1.4  2.2 99.00 99.00 99.00 999 1021.7 999.0  12.0 999.0 99.0 99.00 
2021 12 19 01 00 298  1.1  2.1 99.00 99.00 99.00 999 1021.6 999.0  12.0 999.0 99.0 99.00 
2021 12 19 01 10 309  0.6  1.3 99.00 99.00 99.00 999 1021.4 999.0 999.0 999.0 99.0 99.00 
2021 12 19 01 20 348  0.5  1.2 99.00 99.00 99.00 999 1021.4 999.0  12.0 999.0 99.0 99.00 
2021 12 19 01 30 357  0.5  1.2 99.00 99.00 99.00 999 1021.3 999.0  12.0 999.0 99.0 99.00 
2021 12 19 01 40 337  0.9  1.8  1.10 13.79  6.69 262 1021.2 999.0  12.0 999.0 99.0 99.00 
2021 12 19 01 50 347  1.2  2.0 99.00 99.00 99.00 999 1021.2 999.0  12.0 999.0 99.0 99.00 
2021 12 19 02 00 345  1.3  1.9 99.00 99.00 99.00 999 1021.3 999.0  12.0 999.0 99.0 99.00 
2021 12 19 02 10   3  1.3  2.2 99.00 99.00 99.00 999 1021.3 999.0  12.0 999.0 99.0 99.00 
2021 12 19 02 20  17  1.1  2.0 99.00 99.00 99.00 999 1021.4 999.0  12.0 999.0 99.0 99.00 
2021 12 19 02 30  24  0.6  1.4 99.00 99.00 99.00 999 1021.3 999.0  12.0 999.0 99.0 99.00 
2021 12 19 02 40  79  1.2  3.7  1.07 13.79  6.70 258 1021.3 999.0  12.0 999.0 99.0 99.00 
2021 12 19 02 50  95  2.5  3.8 99.00 99.00 99.00 999 1021.2 999.0  12.0 999.0 99.0 99.00 
2021 12 19 03 00 111  2.1  3.6 99.00 99.00 99.00 999 1021.1 999.0  12.0 999.0 99.0 99.00 
2021 12 19 03 10 137  1.4  3.4 99.00 99.00 99.00 999 1021.0 999.0  12.0 999.0 99.0 99.00 
2021 12 19 03 20 209  0.7  2.1 99.00 99.00 99.00 999 1021.0 999.0  11.9 999.0 99.0 99.00 
2021 12 19 03 30 269  1.0  2.2 99.00 99.00 99.00 999 1021.0 999.0  12.0 999.0 99.0 99.00 
2021 12 19 03 40 298  0.8  1.9  1.04 13.79  6.19 332 1021.0 999.0  12.0 999.0 99.0 99.00 
2021 12 19 03 50  68  3.1  6.0 99.00 99.00 99.00 999 1021.0 999.0  11.9 999.0 99.0 99.00 
2021 12 19 04 00  89  5.5  7.3 99.00 99.00 99.00 999 1020.9 999.0  11.9 999.0 99.0 99.00 
2021 12 19 04 10  91  5.8  7.3 99.00 99.00 99.00 999 1021.0 999.0  11.9 999.0 99.0 99.00 
2021 12 19 04 20  98  5.4  6.8 99.00 99.00 99.00 999 1021.0 999.0  11.9 999.0 99.0 99.00 
2021 12 19 04 30  93  5.4  6.9 99.00 99.00 99.00 999 1020.9 999.0  11.9 999.0 99.0 99.00 
2021 12 19 04 40  90  6.2  7.7  1.14 13.79  6.39 269 1020.8 999.0  11.9 999.0 99.0 99.00 
2021 12 19 04 50  78  4.9  7.0 99.00 99.00 99.00 999 1020.9 999.0  11.9 999.0 99.0 99.00 
2021 12 19 05 00  75  4.9  6.2 99.00 99.00 99.00 999 1020.8 999.0  11.9 999.0 99.0 99.00 
2021 12 19 05 10  83  4.4  5.6 99.00 99.00 99.00 999 1020.8 999.0  11.9 999.0 99.0 99.00 
2021 12 19 05 20  86  3.9  5.0 99.00 99.00 99.00 999 1020.8 999.0  11.9 999.0 99.0 99.00 
2021 12 19 05 30  85  3.4  4.8 99.00 99.00 99.00 999 1020.8 999.0  11.9 999.0 99.0 99.00 
2021 12 19 05 40  80  3.2  4.4  1.05 13.79  6.62 264 1020.9 999.0  11.9 999.0 99.0 99.00 
2021 12 19 05 50  71  3.5  4.8 99.00 99.00 99.00 999 1020.8 999.0  11.9 999.0 99.0 99.00 
2021 12 19 06 00  67  3.6  6.1 99.00 99.00 99.00 999 1020.6 999.0  11.9 999.0 99.0 99.00 
2021 12 19 06 10  76  5.2  6.7 99.00 99.00 99.00 999 1020.7 999.0  11.9 999.0 99.0 99.00 
2021 12 19 06 20  85  5.8  7.1 99.00 99.00 99.00 999 1020.6 999.0  11.9 999.0 99.0 99.00 
2021 12 19 06 30  80  5.7  6.9 99.00 99.00 99.00 999 1020.6 999.0  11.9 999.0 99.0 99.00 
2021 12 19 06 40  82  5.5  6.6  1.11 12.90  6.29 284 1020.7 999.0  11.9 999.0 99.0 99.00 
2021 12 19 06 50  79  5.5  6.9 99.00 99.00 99.00 999 1020.8 999.0  11.9 999.0 99.0 99.00 
2021 12 19 07 00  79  5.3  6.5 99.00 99.00 99.00 999 1020.8 999.0  11.9 999.0 99.0 99.00 
2021 12 19 07 10  84  5.5  6.8 99.00 99.00 99.00 999 1020.9 999.0  11.8 999.0 99.0 99.00 
2021 12 19 07 20  87  5.9  6.9 99.00 99.00 99.00 999 1020.9 999.0  11.8 999.0 99.0 99.00 
2021 12 19 07 30  82  5.8  7.0 99.00 99.00 99.00 999 1020.8 999.0  11.8 999.0 99.0 99.00 
2021 12 19 07 40  82  5.8  6.9  1.02 12.90  5.97 308 1020.8 999.0  11.9 999.0 99.0 99.00 
2021 12 19 07 50  85  5.9  7.1 99.00 99.00 99.00 999 1020.7 999.0  11.9 999.0 99.0 99.00 
2021 12 19 08 00  85  6.0  7.2 99.00 99.00 99.00 999 1020.6 999.0  11.9 999.0 99.0 99.00 
2021 12 19 08 10  85  5.7  6.9 99.00 99.00 99.00 999 1020.3 999.0  11.9 999.0 99.0 99.00 
2021 12 19 08 20  84  5.6  6.7 99.00 99.00 99.00 999 1020.1 999.0  11.9 999.0 99.0 99.00 
2021 12 19 08 30  84  5.4  6.7 99.00 99.00 99.00 999 1020.0 999.0  11.9 999.0 99.0 99.00 
2021 12 19 08 40  86  5.1  6.4  1.13 12.90  6.99 278 1020.0 999.0  11.9 999.0 99.0 99.00 
2021 12 19 08 50  89  5.6  6.9 99.00 99.00 99.00 999 1020.0 999.0  11.9 999.0 99.0 99.00 
2021 12 19 09 00  92  6.2  7.7 99.00 99.00 99.00 999 1019.9 999.0  11.9 999.0 99.0 99.00 
2021 12 19 09 10  88  6.3  8.1 99.00 99.00 99.00 999 1019.9 999.0  11.9 999.0 99.0 99.00 
2021 12 19 09 20  85  6.5  7.8 99.00 99.00 99.00 999 1019.8 999.0  11.9 999.0 99.0 99.00 
2021 12 19 09 30  89  6.4  7.9 99.00 99.00 99.00 999 1019.8 999.0  11.9 999.0 99.0 99.00 
2021 12 19 09 40  93  6.2  8.1  1.17 12.90  6.52 291 1019.9 999.0  12.1 999.0 99.0 99.00 
2021 12 19 09 50  95  6.0  7.2 99.00 99.00 99.00 999 1019.9 999.0  12.1 999.0 99.0 99.00 
2021 12 19 10 00  96  6.2  7.4 99.00 99.00 99.00 999 1019.8 999.0  12.1 999.0 99.0 99.00 
2021 12 19 10 10  93  6.2  7.6 99.00 99.00 99.00 999 1019.7 999.0  12.1 999.0 99.0 99.00 
2021 12 19 10 20  93  6.5  8.0 99.00 99.00 99.00 999 1019.7 999.0  12.1 999.0 99.0 99.00 
2021 12 19 10 30  90  6.2  7.6 99.00 99.00 99.00 999 1019.6 999.0  12.1 999.0 99.0 99.00 
2021 12 19 10 40  92  6.5  7.9  1.09 19.05  5.85 286 1019.4 999.0  12.0 999.0 99.0 99.00 
2021 12 19 10 50  95  6.6  7.9 99.00 99.00 99.00 999 1019.2 999.0  12.1 999.0 99.0 99.00 
2021 12 19 11 00  95  6.8  8.7 99.00 99.00 99.00 999 1019.0 999.0  12.1 999.0 99.0 99.00 
2021 12 19 11 10  95  7.0  8.5 99.00 99.00 99.00 999 1019.0 999.0  12.1 999.0 99.0 99.00 
2021 12 19 11 20  94  6.9  7.9 99.00 99.00 99.00 999 1019.0 999.0  12.1 999.0 99.0 99.00 
2021 12 19 11 30  94  6.9  8.4 99.00 99.00 99.00 999 1018.9 999.0  12.1 999.0 99.0 99.00 
2021 12 19 11 40  94  7.0  8.4  1.11 13.79  5.95 268 1018.8 999.0  12.1 999.0 99.0 99.00 
2021 12 19 11 50  97  6.8  8.6 99.00 99.00 99.00 999 1018.7 999.0  12.1 999.0 99.0 99.00 
2021 12 19 12 00  94  7.2  8.9 99.00 99.00 99.00 999 1018.6 999.0  12.1 999.0 99.0 99.00 
2021 12 19 12 10  94  7.4  9.1 99.00 99.00 99.00 999 1018.6 999.0  12.1 999.0 99.0 99.00 
2021 12 19 12 20  94  7.7  8.9 99.00 99.00 99.00 999 1018.5 999.0  12.1 999.0 99.0 99.00 
2021 12 19 12 30  94  7.8  9.6 99.00 99.00 99.00 999 1018.3 999.0  12.1 999.0 99.0 99.00 
2021 12 19 12 40  96  8.0 10.0  1.28 12.90  6.02 281 1018.1 999.0  12.1 999.0 99.0 99.00 
2021 12 19 12 50  94  7.8  9.4 99.00 99.00 99.00 999 1018.1 999.0  12.1 999.0 99.0 99.00 
2021 12 19 13 00  94  7.8  9.3 99.00 99.00 99.00 999 1018.1 999.0  12.1 999.0 99.0 99.00 
2021 12 19 13 10  90  7.8  9.2 99.00 99.00 99.00 999 1018.1 999.0  12.1 999.0 99.0 99.00 
2021 12 19 13 20  91  8.1  9.7 99.00 99.00 99.00 999 1018.1 999.0  12.1 999.0 99.0 99.00 
2021 12 19 13 30  91  7.9  9.6 99.00 99.00 99.00 999 1018.2 999.0  12.1 999.0 99.0 99.00 
2021 12 19 13 40  90  7.6  9.7  1.14 12.90  5.24 290 1018.4 999.0  12.1 999.0 99.0 99.00 
2021 12 19 13 50  86  6.9  8.5 99.00 99.00 99.00 999 1018.5 999.0  12.1 999.0 99.0 99.00 
2021 12 19 14 00  88  7.4  9.5 99.00 99.00 99.00 999 1018.5 999.0  12.1 999.0 99.0 99.00 
2021 12 19 14 10  92  7.5  9.6 99.00 99.00 99.00 999 1018.6 999.0  12.1 999.0 99.0 99.00 
2021 12 19 14 20  93  7.6  9.0 99.00 99.00 99.00 999 1018.6 999.0  12.1 999.0 99.0 99.00 
