#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2021 12 04 17 00 324  2.4  3.9 99.00 99.00 99.00 999 1024.5 999.0  13.5 999.0 99.0 99.00 
2021 12 04 17 10 340  1.9  3.8 99.00 99.00 99.00 999 1024.5 999.0  13.5 999.0 99.0 99.00 
2021 12 04 17 20 329  1.4  3.1 99.00 99.00 99.00 999 1024.6 999.0  13.5 999.0 99.0 99.00 
2021 12 04 17 30 307  2.0  4.2 99.00 99.00 99.00 999 1024.7 999.0  13.5 999.0 99.0 99.00 
2021 12 04 17 40 327  2.6  5.0  1.65 12.90  9.10 286 1024.8 999.0  13.5 999.0 99.0 99.00 
2021 12 04 17 50 334  3.8  4.9 99.00 99.00 99.00 999 1024.9 999.0  13.5 999.0 99.0 99.00 
2021 12 04 18 00 333  3.3  4.7 99.00 99.00 99.00 999 1024.9 999.0  13.5 999.0 99.0 99.00 
2021 12 04 18 10 333  2.5  5.2 99.00 99.00 99.00 999 1024.8 999.0  13.5 999.0 99.0 99.00 
2021 12 04 18 20 350  1.7  3.2 99.00 99.00 99.00 999 1024.8 999.0  13.5 999.0 99.0 99.00 
2021 12 04 18 30 344  1.9  3.2 99.00 99.00 99.00 999 1024.7 999.0  13.5 999.0 99.0 99.00 
2021 12 04 18 40 357  2.0  3.8  1.74 12.90  9.23 287 1024.6 999.0  13.5 999.0 99.0 99.00 
2021 12 04 18 50 345  2.5  4.0 99.00 99.00 99.00 999 1024.6 999.0  13.5 999.0 99.0 99.00 
2021 12 04 19 00 343  2.4  3.7 99.00 99.00 99.00 999 1024.5 999.0  13.5 999.0 99.0 99.00 
2021 12 04 19 10 344  1.6  3.4 99.00 99.00 99.00 999 1024.4 999.0  13.5 999.0 99.0 99.00 
2021 12 04 19 20 325  1.5  3.3 99.00 99.00 99.00 999 1024.3 999.0  13.6 999.0 99.0 99.00 
2021 12 04 19 30   8  2.4  3.5 99.00 99.00 99.00 999 1024.3 999.0  13.6 999.0 99.0 99.00 
2021 12 04 19 40 359  1.8  3.8  1.48 13.79  8.91 287 1024.3 999.0  13.6 999.0 99.0 99.00 
2021 12 04 19 50 328  1.8  3.1 99.00 99.00 99.00 999 1024.1 999.0  13.6 999.0 99.0 99.00 
2021 12 04 20 00 336  2.6  3.5 99.00 99.00 99.00 999 1024.1 999.0  13.6 999.0 99.0 99.00 
2021 12 04 20 10 349  2.6  3.9 99.00 99.00 99.00 999 1024.0 999.0  13.6 999.0 99.0 99.00 
2021 12 04 20 20 352  2.5  4.0 99.00 99.00 99.00 999 1023.9 999.0  13.6 999.0 99.0 99.00 
2021 12 04 20 30 331  1.8  3.2 99.00 99.00 99.00 999 1023.9 999.0  13.6 999.0 99.0 99.00 
2021 12 04 20 40 314  2.2  3.2  1.55 11.43  9.15 296 1023.8 999.0  13.6 999.0 99.0 99.00 
2021 12 04 20 50 339  3.0  4.6 99.00 99.00 99.00 999 1023.7 999.0  13.6 999.0 99.0 99.00 
2021 12 04 21 00 328  3.0  4.4 99.00 99.00 99.00 999 1023.8 999.0  13.6 999.0 99.0 99.00 
2021 12 04 21 10 329  2.6  3.9 99.00 99.00 99.00 999 1023.8 999.0  13.6 999.0 99.0 99.00 
2021 12 04 21 20 328  3.2  4.4 99.00 99.00 99.00 999 1023.8 999.0  13.6 999.0 99.0 99.00 
2021 12 04 21 30 334  3.6  4.8 99.00 99.00 99.00 999 1023.8 999.0  13.6 999.0 99.0 99.00 
2021 12 04 21 40 337  4.1  5.1  1.59 12.90  9.02 292 1023.8 999.0  13.6 999.0 99.0 99.00 
2021 12 04 21 50 335  4.7  6.3 99.00 99.00 99.00 999 1023.8 999.0  13.6 999.0 99.0 99.00 
2021 12 04 22 00 329  5.1  6.6 99.00 99.00 99.00 999 1023.8 999.0  13.6 999.0 99.0 99.00 
2021 12 04 22 10 342  5.1  6.9 99.00 99.00 99.00 999 1023.8 999.0  13.6 999.0 99.0 99.00 
2021 12 04 22 20 333  5.1  7.0 99.00 99.00 99.00 999 1023.8 999.0  13.6 999.0 99.0 99.00 
2021 12 04 22 30 334  6.0  7.6 99.00 99.00 99.00 999 1023.9 999.0 999.0 999.0 99.0 99.00 
2021 12 04 22 40 326  5.7  7.4  1.54 12.90  8.80 276 1023.9 999.0  13.6 999.0 99.0 99.00 
2021 12 04 22 50 330  6.5  7.8 99.00 99.00 99.00 999 1024.0 999.0  13.6 999.0 99.0 99.00 
2021 12 04 23 00 331  6.3  7.9 99.00 99.00 99.00 999 1024.1 999.0  13.6 999.0 99.0 99.00 
2021 12 04 23 10 336  6.1  8.1 99.00 99.00 99.00 999 1024.2 999.0  13.6 999.0 99.0 99.00 
2021 12 04 23 20 335  5.9  7.9 99.00 99.00 99.00 999 1024.3 999.0  13.6 999.0 99.0 99.00 
2021 12 04 23 30 331  6.0  7.8 99.00 99.00 99.00 999 1024.5 999.0  13.6 999.0 99.0 99.00 
2021 12 04 23 40 326  6.3  8.0  1.63 13.79  8.09 273 1024.7 999.0  13.6 999.0 99.0 99.00 
2021 12 04 23 50 329  6.5  8.3 99.00 99.00 99.00 999 1024.8 999.0  13.6 999.0 99.0 99.00 
2021 12 05 00 00 329  5.8  9.5 99.00 99.00 99.00 999 1024.9 999.0  13.6 999.0 99.0 99.00 
2021 12 05 00 10 318  6.4  8.4 99.00 99.00 99.00 999 1024.8 999.0  13.6 999.0 99.0 99.00 
2021 12 05 00 20 323  6.2  8.1 99.00 99.00 99.00 999 1024.8 999.0  13.6 999.0 99.0 99.00 
2021 12 05 00 30 311  6.5  8.0 99.00 99.00 99.00 999 1024.8 999.0  13.6 999.0 99.0 99.00 
2021 12 05 00 40 318  6.4  7.9  1.52 11.43  7.03 283 1024.8 999.0  13.6 999.0 99.0 99.00 
2021 12 05 00 50 324  6.2  8.5 99.00 99.00 99.00 999 1024.8 999.0  13.6 999.0 99.0 99.00 
2021 12 05 01 00 314  6.7  8.9 99.00 99.00 99.00 999 1024.9 999.0  13.6 999.0 99.0 99.00 
2021 12 05 01 10 320  6.7  9.0 99.00 99.00 99.00 999 1024.9 999.0  13.6 999.0 99.0 99.00 
2021 12 05 01 20 322  7.1  9.1 99.00 99.00 99.00 999 1025.0 999.0  13.6 999.0 99.0 99.00 
2021 12 05 01 30 330  6.9  8.9 99.00 99.00 99.00 999 1025.2 999.0  13.6 999.0 99.0 99.00 
2021 12 05 01 40 316  6.7  9.0  1.53 11.43  7.00 281 1025.1 999.0  13.5 999.0 99.0 99.00 
2021 12 05 01 50 323  6.8  8.6 99.00 99.00 99.00 999 1024.9 999.0  13.5 999.0 99.0 99.00 
2021 12 05 02 00 319  7.2  9.4 99.00 99.00 99.00 999 1025.0 999.0  13.5 999.0 99.0 99.00 
2021 12 05 02 10 323  6.9  9.0 99.00 99.00 99.00 999 1025.0 999.0  13.6 999.0 99.0 99.00 
2021 12 05 02 20 330  7.5  9.5 99.00 99.00 99.00 999 1025.0 999.0  13.5 999.0 99.0 99.00 
2021 12 05 02 30 324  6.8  9.5 99.00 99.00 99.00 999 1025.0 999.0  13.5 999.0 99.0 99.00 
2021 12 05 02 40 314  6.5  9.0  1.57 12.90  6.57 283 1025.0 999.0  13.5 999.0 99.0 99.00 
2021 12 05 02 50 326  6.8  9.7 99.00 99.00 99.00 999 1024.9 999.0  13.5 999.0 99.0 99.00 
2021 12 05 03 00 331  6.9  9.4 99.00 99.00 99.00 999 1024.9 999.0  13.5 999.0 99.0 99.00 
2021 12 05 03 10 324  7.4  9.6 99.00 99.00 99.00 999 1024.9 999.0  13.5 999.0 99.0 99.00 
2021 12 05 03 20 322  7.4  9.9 99.00 99.00 99.00 999 1025.0 999.0  13.5 999.0 99.0 99.00 
2021 12 05 03 30 314  7.4  9.6 99.00 99.00 99.00 999 1025.0 999.0  13.5 999.0 99.0 99.00 
2021 12 05 03 40 329  6.6  9.6  1.51 12.12  6.56 271 1025.0 999.0  13.5 999.0 99.0 99.00 
2021 12 05 03 50 328  6.7  9.0 99.00 99.00 99.00 999 1025.1 999.0  13.5 999.0 99.0 99.00 
2021 12 05 04 00 329  6.8  8.9 99.00 99.00 99.00 999 1025.1 999.0  13.5 999.0 99.0 99.00 
2021 12 05 04 10 325  6.8  9.2 99.00 99.00 99.00 999 1025.3 999.0  13.5 999.0 99.0 99.00 
2021 12 05 04 20 311  6.8  8.7 99.00 99.00 99.00 999 1025.4 999.0  13.5 999.0 99.0 99.00 
2021 12 05 04 30 319  6.9  9.0 99.00 99.00 99.00 999 1025.4 999.0  13.5 999.0 99.0 99.00 
2021 12 05 04 40 326  6.5  9.8  1.59 12.90  6.39 270 1025.4 999.0  13.5 999.0 99.0 99.00 
2021 12 05 04 50 319  6.8  8.7 99.00 99.00 99.00 999 1025.6 999.0  13.5 999.0 99.0 99.00 
2021 12 05 05 00 327  6.0  8.4 99.00 99.00 99.00 999 1025.6 999.0  13.5 999.0 99.0 99.00 
2021 12 05 05 10 323  6.7  8.7 99.00 99.00 99.00 999 1025.6 999.0  13.5 999.0 99.0 99.00 
2021 12 05 05 20 334  6.3  8.0 99.00 99.00 99.00 999 1025.6 999.0  13.5 999.0 99.0 99.00 
2021 12 05 05 30 327  5.6  8.3 99.00 99.00 99.00 999 1025.6 999.0  13.4 999.0 99.0 99.00 
2021 12 05 05 40 329  6.1  8.3  1.44 12.90  5.82 288 1025.5 999.0  13.4 999.0 99.0 99.00 
2021 12 05 05 50 326  5.6  7.7 99.00 99.00 99.00 999 1025.4 999.0  13.4 999.0 99.0 99.00 
2021 12 05 06 00 319  5.8  7.7 99.00 99.00 99.00 999 1025.4 999.0  13.4 999.0 99.0 99.00 
2021 12 05 06 10 322  5.8  7.9 99.00 99.00 99.00 999 1025.5 999.0  13.4 999.0 99.0 99.00 
2021 12 05 06 20 316  6.2  8.1 99.00 99.00 99.00 999 1025.4 999.0  13.4 999.0 99.0 99.00 
2021 12 05 06 30 320  6.0  8.0 99.00 99.00 99.00 999 1025.4 999.0  13.4 999.0 99.0 99.00 
2021 12 05 06 40 316  5.8  7.5  1.47 11.43  5.91 269 1025.4 999.0  13.4 999.0 99.0 99.00 
2021 12 05 06 50 310  6.0  7.6 99.00 99.00 99.00 999 1025.5 999.0  13.4 999.0 99.0 99.00 
2021 12 05 07 00 325  5.3  7.6 99.00 99.00 99.00 999 1025.7 999.0  13.4 999.0 99.0 99.00 
2021 12 05 07 10 321  4.9  6.5 99.00 99.00 99.00 999 1025.6 999.0  13.4 999.0 99.0 99.00 
2021 12 05 07 20 318  4.9  7.6 99.00 99.00 99.00 999 1025.5 999.0  13.4 999.0 99.0 99.00 
2021 12 05 07 30 314  4.9  7.2 99.00 99.00 99.00 999 1025.5 999.0  13.4 999.0 99.0 99.00 
2021 12 05 07 40 311  4.8  6.2  1.56 12.90  6.30 298 1025.5 999.0  13.4 999.0 99.0 99.00 
2021 12 05 07 50 334  4.3  5.9 99.00 99.00 99.00 999 1025.7 999.0  13.4 999.0 99.0 99.00 
2021 12 05 08 00 323  4.2  5.7 99.00 99.00 99.00 999 1025.5 999.0  13.4 999.0 99.0 99.00 
2021 12 05 08 10 305  3.7  5.3 99.00 99.00 99.00 999 1025.4 999.0  13.4 999.0 99.0 99.00 
2021 12 05 08 20 325  2.7  4.4 99.00 99.00 99.00 999 1025.4 999.0  13.4 999.0 99.0 99.00 
2021 12 05 08 30  17  3.3  4.6 99.00 99.00 99.00 999 1025.4 999.0  13.4 999.0 99.0 99.00 
2021 12 05 08 40 357  4.2  5.8  1.51 12.90  6.30 302 1025.5 999.0  13.4 999.0 99.0 99.00 
2021 12 05 08 50   2  3.9  5.8 99.00 99.00 99.00 999 1025.5 999.0  13.4 999.0 99.0 99.00 
2021 12 05 09 00 348  4.2  6.2 99.00 99.00 99.00 999 1025.4 999.0  13.4 999.0 99.0 99.00 
2021 12 05 09 10 358  3.9  5.5 99.00 99.00 99.00 999 1025.4 999.0  13.4 999.0 99.0 99.00 
2021 12 05 09 20 342  3.3  5.3 99.00 99.00 99.00 999 1025.3 999.0  13.4 999.0 99.0 99.00 
2021 12 05 09 30 334  2.4  3.7 99.00 99.00 99.00 999 1025.3 999.0  13.3 999.0 99.0 99.00 
2021 12 05 09 40  28  1.5  4.1  1.48 12.90  6.16 286 1025.3 999.0  13.3 999.0 99.0 99.00 
2021 12 05 09 50  50  2.4  3.9 99.00 99.00 99.00 999 1025.4 999.0  13.3 999.0 99.0 99.00 
2021 12 05 10 00  66  2.0  3.4 99.00 99.00 99.00 999 1025.4 999.0  13.3 999.0 99.0 99.00 
2021 12 05 10 10  59  1.4  2.4 99.00 99.00 99.00 999 1025.4 999.0  13.2 999.0 99.0 99.00 
2021 12 05 10 20  26  1.2  3.2 99.00 99.00 99.00 999 1025.6 999.0  13.2 999.0 99.0 99.00 
2021 12 05 10 30  26  0.6  1.8 99.00 99.00 99.00 999 1025.6 999.0  13.2 999.0 99.0 99.00 
2021 12 05 10 40 256  0.2  0.8  1.46 12.90  6.44 279 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 10 50 126  0.3  1.1 99.00 99.00 99.00 999 1025.6 999.0  13.2 999.0 99.0 99.00 
2021 12 05 11 00  76  1.0  2.6 99.00 99.00 99.00 999 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 11 10  10  1.1  2.2 99.00 99.00 99.00 999 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 11 20 343  1.4  2.7 99.00 99.00 99.00 999 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 11 30 349  2.1  3.3 99.00 99.00 99.00 999 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 11 40 335  1.9  3.0  1.61 12.12  6.55 292 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 11 50 337  1.3  2.9 99.00 99.00 99.00 999 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 12 00 348  2.2  3.7 99.00 99.00 99.00 999 1025.5 999.0  13.2 999.0 99.0 99.00 
2021 12 05 12 10 316  1.7  2.9 99.00 99.00 99.00 999 1025.5 999.0  13.2 999.0 99.0 99.00 
2021 12 05 12 20 333  1.8  3.0 99.00 99.00 99.00 999 1025.6 999.0  13.2 999.0 99.0 99.00 
2021 12 05 12 30 333  1.9  3.2 99.00 99.00 99.00 999 1025.8 999.0  13.2 999.0 99.0 99.00 
2021 12 05 12 40 328  2.3  4.1  1.43 12.12  6.27 285 1025.8 999.0  13.2 999.0 99.0 99.00 
2021 12 05 12 50 341  1.8  3.4 99.00 99.00 99.00 999 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 13 00 344  1.9  3.7 99.00 99.00 99.00 999 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 13 10 340  2.4  4.2 99.00 99.00 99.00 999 1025.6 999.0  13.2 999.0 99.0 99.00 
2021 12 05 13 20 328  2.5  4.1 99.00 99.00 99.00 999 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 13 30 332  2.2  4.3 99.00 99.00 99.00 999 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 13 40 325  2.8  4.4  1.40 12.12  6.32 296 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 13 50 318  2.6  4.7 99.00 99.00 99.00 999 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 14 00 329  2.1  4.6 99.00 99.00 99.00 999 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 14 10 328  2.0  4.0 99.00 99.00 99.00 999 1025.7 999.0  13.2 999.0 99.0 99.00 
2021 12 05 14 20 346  1.7  3.4 99.00 99.00 99.00 999 1025.8 999.0  13.1 999.0 99.0 99.00 
2021 12 05 14 30   9  2.0  3.2 99.00 99.00 99.00 999 1025.8 999.0  13.1 999.0 99.0 99.00 
2021 12 05 14 40 348  1.8  3.6  1.61 12.12  6.82 285 1025.8 999.0  13.1 999.0 99.0 99.00 
2021 12 05 14 50 332  2.8  4.7 99.00 99.00 99.00 999 1025.7 999.0  13.1 999.0 99.0 99.00 
2021 12 05 15 00 341  3.0  4.4 99.00 99.00 99.00 999 1025.8 999.0  13.1 999.0 99.0 99.00 
2021 12 05 15 10 345  2.6  3.9 99.00 99.00 99.00 999 1025.9 999.0  13.1 999.0 99.0 99.00 
2021 12 05 15 20 346  2.6  3.7 99.00 99.00 99.00 999 1026.1 999.0  13.1 999.0 99.0 99.00 
2021 12 05 15 30 348  2.7  5.1 99.00 99.00 99.00 999 1026.1 999.0  13.1 999.0 99.0 99.00 
2021 12 05 15 40 352  2.2  3.8  1.60 12.90  6.65 292 1026.1 999.0  13.1 999.0 99.0 99.00 
2021 12 05 15 50   5  2.6  4.3 99.00 99.00 99.00 999 1026.1 999.0  13.1 999.0 99.0 99.00 
2021 12 05 16 00   7  2.4  3.8 99.00 99.00 99.00 999 1026.1 999.0  13.1 999.0 99.0 99.00 
2021 12 05 16 10  12  2.2  3.0 99.00 99.00 99.00 999 1026.2 999.0  13.0 999.0 99.0 99.00 
2021 12 05 16 20 360  1.7  3.0 99.00 99.00 99.00 999 1026.2 999.0  13.0 999.0 99.0 99.00 
2021 12 05 16 30 338  1.2  2.3 99.00 99.00 99.00 999 1026.1 999.0  13.0 999.0 99.0 99.00 
2021 12 05 16 40 324  2.6  4.4  1.40 12.12  6.05 303 1026.1 999.0  13.0 999.0 99.0 99.00 
2021 12 05 16 50 347  2.6  3.9 99.00 99.00 99.00 999 1026.0 999.0  13.0 999.0 99.0 99.00 
2021 12 05 17 00 346  1.8  3.3 99.00 99.00 99.00 999 1026.1 999.0  13.0 999.0 99.0 99.00 
2021 12 05 17 10  67  2.1  3.1 99.00 99.00 99.00 999 1026.0 999.0  13.0 999.0 99.0 99.00 
2021 12 05 17 20  65  2.6  3.4 99.00 99.00 99.00 999 1026.1 999.0  13.0 999.0 99.0 99.00 
2021 12 05 17 30  57  2.4  3.4 99.00 99.00 99.00 999 1026.3 999.0  13.0 999.0 99.0 99.00 
2021 12 05 17 40  44  3.3  4.2  1.45 12.12  6.01 280 1026.3 999.0  13.0 999.0 99.0 99.00 
2021 12 05 17 50  30  2.8  4.4 99.00 99.00 99.00 999 1026.3 999.0  13.0 999.0 99.0 99.00 
2021 12 05 18 00 357  2.8  4.8 99.00 99.00 99.00 999 1026.3 999.0  13.0 999.0 99.0 99.00 
2021 12 05 18 10 342  2.7  4.3 99.00 99.00 99.00 999 1026.4 999.0  13.0 999.0 99.0 99.00 
2021 12 05 18 20 336  2.7  4.0 99.00 99.00 99.00 999 1026.3 999.0  13.0 999.0 99.0 99.00 
2021 12 05 18 30 333  3.5  5.1 99.00 99.00 99.00 999 1026.3 999.0  13.0 999.0 99.0 99.00 
2021 12 05 18 40 322  3.1  4.6  1.48 10.81  5.82 284 1026.2 999.0  13.0 999.0 99.0 99.00 
2021 12 05 18 50 331  2.8  4.5 99.00 99.00 99.00 999 1026.2 999.0  13.0 999.0 99.0 99.00 
2021 12 05 19 00 350  2.2  3.6 99.00 99.00 99.00 999 1026.0 999.0  13.0 999.0 99.0 99.00 
2021 12 05 19 10   4  1.7  3.0 99.00 99.00 99.00 999 1025.9 999.0  13.0 999.0 99.0 99.00 
2021 12 05 19 20 360  2.3  3.4 99.00 99.00 99.00 999 1025.6 999.0  13.1 999.0 99.0 99.00 
2021 12 05 19 30   7  2.4  3.8 99.00 99.00 99.00 999 1025.6 999.0  13.1 999.0 99.0 99.00 
2021 12 05 19 40 351  2.8  4.6  1.52 12.12  6.17 289 1025.5 999.0  13.0 999.0 99.0 99.00 
2021 12 05 19 50 348  3.6  5.2 99.00 99.00 99.00 999 1025.5 999.0  13.1 999.0 99.0 99.00 
2021 12 05 20 00 349  3.4  4.6 99.00 99.00 99.00 999 1025.4 999.0  13.1 999.0 99.0 99.00 
2021 12 05 20 10 352  3.2  4.5 99.00 99.00 99.00 999 1025.3 999.0  13.1 999.0 99.0 99.00 
2021 12 05 20 20 336  4.0  6.3 99.00 99.00 99.00 999 1025.1 999.0  13.1 999.0 99.0 99.00 
2021 12 05 20 30 326  6.0  7.4 99.00 99.00 99.00 999 1025.1 999.0  13.1 999.0 99.0 99.00 
2021 12 05 20 40 329  6.9  8.7  1.65 12.12  6.26 286 1024.9 999.0  13.1 999.0 99.0 99.00 
2021 12 05 20 50 338  6.0  7.7 99.00 99.00 99.00 999 1024.8 999.0  13.1 999.0 99.0 99.00 
2021 12 05 21 00 345  5.5  7.2 99.00 99.00 99.00 999 1024.8 999.0  13.1 999.0 99.0 99.00 
2021 12 05 21 10 340  6.0  7.3 99.00 99.00 99.00 999 1024.7 999.0  13.1 999.0 99.0 99.00 
2021 12 05 21 20 348  5.3  6.6 99.00 99.00 99.00 999 1024.5 999.0 999.0 999.0 99.0 99.00 
2021 12 05 21 30 348  5.0  6.1 99.00 99.00 99.00 999 1024.5 999.0  13.2 999.0 99.0 99.00 
2021 12 05 21 40 348  4.4  5.8  1.69  6.67  6.37 312 1024.4 999.0  13.2 999.0 99.0 99.00 
2021 12 05 21 50 351  3.8  4.8 99.00 99.00 99.00 999 1024.3 999.0  13.2 999.0 99.0 99.00 
2021 12 05 22 00 342  4.1  5.3 99.00 99.00 99.00 999 9999.0 999.0  13.2 999.0 99.0 99.00 
2021 12 05 22 10 999 99.0 99.0 99.00 99.00 99.00 999 1024.0 999.0  13.2 999.0 99.0 99.00 
2021 12 05 22 20 341  3.6  4.7 99.00 99.00 99.00 999 1024.0 999.0  13.2 999.0 99.0 99.00 
2021 12 05 22 30 345  3.4  4.3 99.00 99.00 99.00 999 1023.8 999.0  13.2 999.0 99.0 99.00 
2021 12 05 22 40 353  3.2  4.2  1.77  7.69  6.40 312 1023.8 999.0  13.2 999.0 99.0 99.00 
2021 12 05 22 50 360  2.9  3.9 99.00 99.00 99.00 999 1023.6 999.0  13.2 999.0 99.0 99.00 
2021 12 05 23 00 357  2.9  3.8 99.00 99.00 99.00 999 1023.6 999.0  13.2 999.0 99.0 99.00 
2021 12 05 23 10 344  3.0  3.9 99.00 99.00 99.00 999 1023.4 999.0  13.3 999.0 99.0 99.00 
2021 12 05 23 20 328  3.8  5.7 99.00 99.00 99.00 999 1023.4 999.0  13.3 999.0 99.0 99.00 
2021 12 05 23 30 327  6.7  8.6 99.00 99.00 99.00 999 1023.4 999.0  13.3 999.0 99.0 99.00 
2021 12 05 23 40 325  7.6  9.3  1.73  7.14  5.85 309 1023.4 999.0  13.3 999.0 99.0 99.00 
2021 12 05 23 50 327  7.4  8.9 99.00 99.00 99.00 999 1023.5 999.0  13.3 999.0 99.0 99.00 
2021 12 06 00 00 327  6.8  8.7 99.00 99.00 99.00 999 1023.3 999.0  13.3 999.0 99.0 99.00 
2021 12 06 00 10 327  7.0  8.7 99.00 99.00 99.00 999 1023.2 999.0  13.3 999.0 99.0 99.00 
2021 12 06 00 20 322  7.1  8.8 99.00 99.00 99.00 999 1023.3 999.0  13.4 999.0 99.0 99.00 
2021 12 06 00 30 321  7.5  9.2 99.00 99.00 99.00 999 1023.3 999.0  13.4 999.0 99.0 99.00 
2021 12 06 00 40 320  7.4  9.3  1.90  7.69  5.89 312 1023.0 999.0  13.4 999.0 99.0 99.00 
2021 12 06 00 50 320  7.3  9.2 99.00 99.00 99.00 999 1023.2 999.0  13.3 999.0 99.0 99.00 
2021 12 06 01 00 324  8.6 10.7 99.00 99.00 99.00 999 1023.3 999.0  13.3 999.0 99.0 99.00 
2021 12 06 01 10 323  9.7 12.2 99.00 99.00 99.00 999 1023.3 999.0  13.3 999.0 99.0 99.00 
2021 12 06 01 20 325  9.2 11.1 99.00 99.00 99.00 999 1023.1 999.0  13.2 999.0 99.0 99.00 
2021 12 06 01 30 324  9.8 12.0 99.00 99.00 99.00 999 1023.0 999.0  13.2 999.0 99.0 99.00 
2021 12 06 01 40 325  9.7 11.6  1.86  7.69  5.51 309 1023.0 999.0  13.3 999.0 99.0 99.00 
2021 12 06 01 50 323  9.1 11.0 99.00 99.00 99.00 999 1023.4 999.0  13.3 999.0 99.0 99.00 
2021 12 06 02 00 325  8.8 10.7 99.00 99.00 99.00 999 1023.5 999.0  13.3 999.0 99.0 99.00 
2021 12 06 02 10 325  9.7 12.1 99.00 99.00 99.00 999 1023.2 999.0  13.2 999.0 99.0 99.00 
2021 12 06 02 20 328 10.2 12.6 99.00 99.00 99.00 999 1023.0 999.0  13.2 999.0 99.0 99.00 
2021 12 06 02 30 325  9.5 11.7 99.00 99.00 99.00 999 1023.1 999.0  13.2 999.0 99.0 99.00 
2021 12 06 02 40 326  9.4 11.2  1.97  7.14  5.49 318 1023.0 999.0  13.2 999.0 99.0 99.00 
2021 12 06 02 50 328  8.6 10.8 99.00 99.00 99.00 999 1023.0 999.0  13.2 999.0 99.0 99.00 
2021 12 06 03 00 331  8.3 10.2 99.00 99.00 99.00 999 1023.1 999.0  13.2 999.0 99.0 99.00 
2021 12 06 03 10 329  7.8 10.3 99.00 99.00 99.00 999 1022.9 999.0  13.2 999.0 99.0 99.00 
2021 12 06 03 20 328  8.0  9.7 99.00 99.00 99.00 999 1022.9 999.0  13.2 999.0 99.0 99.00 
2021 12 06 03 30 323  8.7 11.0 99.00 99.00 99.00 999 1023.0 999.0  13.2 999.0 99.0 99.00 
2021 12 06 03 40 323  8.6 10.8  2.09  7.69  5.56 308 1022.8 999.0  13.2 999.0 99.0 99.00 
2021 12 06 03 50 322  7.2  9.2 99.00 99.00 99.00 999 1022.6 999.0  13.2 999.0 99.0 99.00 
2021 12 06 04 00 324  6.8  8.9 99.00 99.00 99.00 999 1022.8 999.0  13.2 999.0 99.0 99.00 
2021 12 06 04 10 324  7.7 10.1 99.00 99.00 99.00 999 1022.8 999.0  13.1 999.0 99.0 99.00 
2021 12 06 04 20 323  8.3 10.6 99.00 99.00 99.00 999 1023.0 999.0  13.1 999.0 99.0 99.00 
2021 12 06 04 30 322  8.7 10.2 99.00 99.00 99.00 999 1023.3 999.0  13.1 999.0 99.0 99.00 
2021 12 06 04 40 324  8.7 11.2  1.98  7.14  5.69 310 1023.3 999.0  13.1 999.0 99.0 99.00 
2021 12 06 04 50 323  9.1 11.4 99.00 99.00 99.00 999 1023.2 999.0  13.1 999.0 99.0 99.00 
2021 12 06 05 00 325  9.5 12.2 99.00 99.00 99.00 999 1023.5 999.0  13.1 999.0 99.0 99.00 
2021 12 06 05 10 325  9.0 11.6 99.00 99.00 99.00 999 1023.4 999.0  13.1 999.0 99.0 99.00 
2021 12 06 05 20 331  8.9 11.0 99.00 99.00 99.00 999 1023.2 999.0  13.1 999.0 99.0 99.00 
2021 12 06 05 30 326  8.7 10.3 99.00 99.00 99.00 999 1023.4 999.0  13.1 999.0 99.0 99.00 
2021 12 06 05 40 325  9.5 11.6  1.91  7.14  5.54 307 1023.4 999.0  13.1 999.0 99.0 99.00 
2021 12 06 05 50 323  9.6 11.6 99.00 99.00 99.00 999 1023.8 999.0  13.1 999.0 99.0 99.00 
2021 12 06 06 00 327  9.3 11.7 99.00 99.00 99.00 999 1023.6 999.0  13.1 999.0 99.0 99.00 
2021 12 06 06 10 331  8.1 10.1 99.00 99.00 99.00 999 1023.5 999.0  13.1 999.0 99.0 99.00 
2021 12 06 06 20 331  7.7  9.7 99.00 99.00 99.00 999 1023.2 999.0  13.1 999.0 99.0 99.00 
2021 12 06 06 30 339  6.8  9.0 99.00 99.00 99.00 999 1023.0 999.0  13.1 999.0 99.0 99.00 
2021 12 06 06 40 341  7.0  8.4  1.88 12.12  5.56 289 1023.0 999.0  13.1 999.0 99.0 99.00 
