#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2022 08 01 13 50 310  1.6  2.5 99.00 99.00 99.00 999 1017.5 999.0  14.2 999.0 99.0 99.00 
2022 08 01 14 00 307  1.4  2.2 99.00 99.00 99.00 999 1017.6 999.0  14.1 999.0 99.0 99.00 
2022 08 01 14 10 298  2.0  2.8 99.00 99.00 99.00 999 1017.6 999.0  14.1 999.0 99.0 99.00 
2022 08 01 14 20 290  2.9  3.9 99.00 99.00 99.00 999 1017.5 999.0  14.1 999.0 99.0 99.00 
2022 08 01 14 30 294  3.4  4.3 99.00 99.00 99.00 999 1017.5 999.0  14.1 999.0 99.0 99.00 
2022 08 01 14 40 291  2.0  2.5  0.71 16.00  7.62 208 1017.6 999.0  14.1 999.0 99.0 99.00 
2022 08 01 14 50 307  1.7  2.9 99.00 99.00 99.00 999 1017.7 999.0  14.1 999.0 99.0 99.00 
2022 08 01 15 00 298  3.2  5.2 99.00 99.00 99.00 999 1017.5 999.0  14.1 999.0 99.0 99.00 
2022 08 01 15 10 290  3.2  4.9 99.00 99.00 99.00 999 1017.7 999.0  14.1 999.0 99.0 99.00 
2022 08 01 15 20 296  3.3  4.3 99.00 99.00 99.00 999 1017.5 999.0  14.1 999.0 99.0 99.00 
2022 08 01 15 30 293  2.5  4.1 99.00 99.00 99.00 999 1017.9 999.0  14.1 999.0 99.0 99.00 
2022 08 01 15 40 296  1.9  2.5  0.74 16.00  7.84 213 1018.0 999.0  14.1 999.0 99.0 99.00 
2022 08 01 15 50 300  2.9  5.3 99.00 99.00 99.00 999 1017.6 999.0  14.1 999.0 99.0 99.00 
2022 08 01 16 00 319  3.9  5.5 99.00 99.00 99.00 999 1017.8 999.0  14.1 999.0 99.0 99.00 
2022 08 01 16 10 325  3.2  4.1 99.00 99.00 99.00 999 1018.0 999.0  14.0 999.0 99.0 99.00 
2022 08 01 16 20 320  3.4  4.4 99.00 99.00 99.00 999 1017.9 999.0  14.0 999.0 99.0 99.00 
2022 08 01 16 30 313  4.4  5.8 99.00 99.00 99.00 999 1017.6 999.0  14.0 999.0 99.0 99.00 
2022 08 01 16 40 321  4.0  5.1  0.73 16.00  7.78 206 1017.8 999.0  14.0 999.0 99.0 99.00 
2022 08 01 16 50 317  3.3  4.4 99.00 99.00 99.00 999 1017.8 999.0  14.0 999.0 99.0 99.00 
2022 08 01 17 00 310  3.9  4.8 99.00 99.00 99.00 999 1017.9 999.0  14.0 999.0 99.0 99.00 
2022 08 01 17 10 305  4.8  5.9 99.00 99.00 99.00 999 1017.7 999.0  14.0 999.0 99.0 99.00 
2022 08 01 17 20 306  5.4  6.6 99.00 99.00 99.00 999 1017.7 999.0  14.0 999.0 99.0 99.00 
2022 08 01 17 30 304  5.8  7.0 99.00 99.00 99.00 999 1017.5 999.0  13.9 999.0 99.0 99.00 
2022 08 01 17 40 304  5.4  6.8  0.88 14.81  8.78 195 1017.7 999.0  13.9 999.0 99.0 99.00 
2022 08 01 17 50 305  4.7  6.3 99.00 99.00 99.00 999 1018.1 999.0  13.9 999.0 99.0 99.00 
2022 08 01 18 00 318  3.3  4.3 99.00 99.00 99.00 999 1018.2 999.0  13.9 999.0 99.0 99.00 
2022 08 01 18 10 338  3.4  4.4 99.00 99.00 99.00 999 1018.1 999.0  13.9 999.0 99.0 99.00 
2022 08 01 18 20 344  4.0  5.0 99.00 99.00 99.00 999 1017.9 999.0  13.9 999.0 99.0 99.00 
2022 08 01 18 30 332  3.6  4.6 99.00 99.00 99.00 999 1018.1 999.0  13.9 999.0 99.0 99.00 
2022 08 01 18 40 323  2.7  3.3  0.78 14.81  7.29 206 1018.3 999.0  13.9 999.0 99.0 99.00 
2022 08 01 18 50 324  2.9  3.9 99.00 99.00 99.00 999 1018.1 999.0  13.9 999.0 99.0 99.00 
2022 08 01 19 00 318  3.4  4.2 99.00 99.00 99.00 999 1018.1 999.0  13.9 999.0 99.0 99.00 
2022 08 01 19 10 322  3.1  4.0 99.00 99.00 99.00 999 1018.1 999.0  13.9 999.0 99.0 99.00 
2022 08 01 19 20 304  3.1  4.1 99.00 99.00 99.00 999 1018.1 999.0  13.9 999.0 99.0 99.00 
2022 08 01 19 30 321  3.6  4.6 99.00 99.00 99.00 999 1018.1 999.0  13.9 999.0 99.0 99.00 
2022 08 01 19 40 322  3.9  4.9  0.86 13.79  7.37 209 1018.1 999.0  13.9 999.0 99.0 99.00 
2022 08 01 19 50 320  4.8  5.6 99.00 99.00 99.00 999 1017.9 999.0  14.0 999.0 99.0 99.00 
2022 08 01 20 00 312  4.6  5.8 99.00 99.00 99.00 999 1017.9 999.0  14.0 999.0 99.0 99.00 
2022 08 01 20 10 308  4.2  5.1 99.00 99.00 99.00 999 1017.9 999.0  14.0 999.0 99.0 99.00 
2022 08 01 20 20 306  4.0  4.9 99.00 99.00 99.00 999 1018.0 999.0  14.0 999.0 99.0 99.00 
2022 08 01 20 30 309  4.0  4.9 99.00 99.00 99.00 999 1017.9 999.0  14.0 999.0 99.0 99.00 
2022 08 01 20 40 315  4.9  5.7  0.82 16.00  7.63 201 1017.7 999.0  14.0 999.0 99.0 99.00 
2022 08 01 20 50 317  4.6  5.7 99.00 99.00 99.00 999 1017.7 999.0  14.0 999.0 99.0 99.00 
2022 08 01 21 00 324  3.8  5.1 99.00 99.00 99.00 999 1017.6 999.0  13.9 999.0 99.0 99.00 
2022 08 01 21 10 307  4.0  5.0 99.00 99.00 99.00 999 1017.7 999.0  13.9 999.0 99.0 99.00 
2022 08 01 21 20 304  4.1  4.9 99.00 99.00 99.00 999 1017.5 999.0  13.9 999.0 99.0 99.00 
2022 08 01 21 30 310  4.5  5.8 99.00 99.00 99.00 999 1017.3 999.0  13.9 999.0 99.0 99.00 
2022 08 01 21 40 312  5.2  6.3  0.88 13.79  7.31 183 1017.3 999.0  13.9 999.0 99.0 99.00 
2022 08 01 21 50 302  4.8  5.9 99.00 99.00 99.00 999 1017.2 999.0  13.9 999.0 99.0 99.00 
2022 08 01 22 00 303  5.3  6.1 99.00 99.00 99.00 999 1017.1 999.0  13.9 999.0 99.0 99.00 
2022 08 01 22 10 301  5.4  6.8 99.00 99.00 99.00 999 1017.1 999.0  13.9 999.0 99.0 99.00 
2022 08 01 22 20 308  5.5  6.7 99.00 99.00 99.00 999 1017.0 999.0  13.9 999.0 99.0 99.00 
2022 08 01 22 30 310  4.9  6.2 99.00 99.00 99.00 999 1017.1 999.0  13.9 999.0 99.0 99.00 
2022 08 01 22 40 310  4.9  6.4  0.98 14.81  7.04 176 1017.0 999.0  13.8 999.0 99.0 99.00 
2022 08 01 22 50 310  5.0  6.4 99.00 99.00 99.00 999 1016.9 999.0  13.8 999.0 99.0 99.00 
2022 08 01 23 00 314  5.8  7.0 99.00 99.00 99.00 999 1016.6 999.0  13.8 999.0 99.0 99.00 
2022 08 01 23 10 311  5.5  6.7 99.00 99.00 99.00 999 1016.7 999.0  13.8 999.0 99.0 99.00 
2022 08 01 23 20 306  5.8  7.4 99.00 99.00 99.00 999 1016.6 999.0  13.8 999.0 99.0 99.00 
2022 08 01 23 30 306  5.9  7.4 99.00 99.00 99.00 999 1016.5 999.0  13.8 999.0 99.0 99.00 
2022 08 01 23 40 302  6.0  7.2  1.05 14.81  6.79 185 1016.5 999.0  13.8 999.0 99.0 99.00 
2022 08 01 23 50 306  6.0  7.1 99.00 99.00 99.00 999 1016.6 999.0  13.9 999.0 99.0 99.00 
2022 08 02 00 00 303  6.1  7.2 99.00 99.00 99.00 999 1016.5 999.0  13.9 999.0 99.0 99.00 
2022 08 02 00 10 309  6.1  7.8 99.00 99.00 99.00 999 1016.3 999.0  13.7 999.0 99.0 99.00 
2022 08 02 00 20 321  6.4  8.2 99.00 99.00 99.00 999 1016.1 999.0  13.6 999.0 99.0 99.00 
2022 08 02 00 30 316  6.1  7.7 99.00 99.00 99.00 999 1016.1 999.0  13.5 999.0 99.0 99.00 
2022 08 02 00 40 320  6.4  8.1  1.22 14.81  6.28 207 1016.1 999.0  13.6 999.0 99.0 99.00 
2022 08 02 00 50 319  5.7  7.0 99.00 99.00 99.00 999 1016.2 999.0  13.6 999.0 99.0 99.00 
2022 08 02 01 00 305  5.5  6.8 99.00 99.00 99.00 999 1016.3 999.0  13.6 999.0 99.0 99.00 
2022 08 02 01 10 310  5.3  6.8 99.00 99.00 99.00 999 1016.1 999.0  13.6 999.0 99.0 99.00 
2022 08 02 01 20 314  5.7  7.1 99.00 99.00 99.00 999 1015.9 999.0  13.6 999.0 99.0 99.00 
2022 08 02 01 30 319  6.3  7.9 99.00 99.00 99.00 999 1015.8 999.0  13.6 999.0 99.0 99.00 
2022 08 02 01 40 309  5.9  7.2  1.13 13.79  5.92 182 1015.9 999.0 999.0 999.0 99.0 99.00 
2022 08 02 01 50 307  5.4  6.5 99.00 99.00 99.00 999 1015.9 999.0  13.5 999.0 99.0 99.00 
2022 08 02 02 00 314  5.0  6.5 99.00 99.00 99.00 999 1015.9 999.0  13.5 999.0 99.0 99.00 
2022 08 02 02 10 318  4.8  5.9 99.00 99.00 99.00 999 1015.9 999.0  13.5 999.0 99.0 99.00 
2022 08 02 02 20 312  4.5  5.5 99.00 99.00 99.00 999 1016.0 999.0  13.4 999.0 99.0 99.00 
2022 08 02 02 30 307  4.5  5.5 99.00 99.00 99.00 999 1016.1 999.0  13.3 999.0 99.0 99.00 
2022 08 02 02 40 311  4.9  6.4  1.16 13.79  6.33 182 1016.0 999.0  13.2 999.0 99.0 99.00 
2022 08 02 02 50 310  5.0  5.9 99.00 99.00 99.00 999 1015.9 999.0  13.1 999.0 99.0 99.00 
2022 08 02 03 00 319  5.5  6.8 99.00 99.00 99.00 999 1015.6 999.0  13.1 999.0 99.0 99.00 
2022 08 02 03 10 330  6.3  8.6 99.00 99.00 99.00 999 1015.4 999.0  13.1 999.0 99.0 99.00 
2022 08 02 03 20 321  5.9  7.2 99.00 99.00 99.00 999 1015.8 999.0  13.1 999.0 99.0 99.00 
2022 08 02 03 30 303  5.3  6.4 99.00 99.00 99.00 999 1015.9 999.0  13.1 999.0 99.0 99.00 
2022 08 02 03 40 310  5.5  6.7  1.08 13.79  5.97 176 1015.7 999.0  13.2 999.0 99.0 99.00 
2022 08 02 03 50 312  5.4  6.6 99.00 99.00 99.00 999 1015.6 999.0  13.2 999.0 99.0 99.00 
2022 08 02 04 00 309  5.4  6.8 99.00 99.00 99.00 999 1015.7 999.0  13.2 999.0 99.0 99.00 
2022 08 02 04 10 307  5.4  6.5 99.00 99.00 99.00 999 1015.6 999.0  13.3 999.0 99.0 99.00 
2022 08 02 04 20 304  5.5  6.9 99.00 99.00 99.00 999 1015.7 999.0  13.3 999.0 99.0 99.00 
2022 08 02 04 30 301  5.2  6.3 99.00 99.00 99.00 999 1015.7 999.0  13.3 999.0 99.0 99.00 
2022 08 02 04 40 304  5.0  5.9  1.09 13.79  6.53 203 1015.9 999.0  13.3 999.0 99.0 99.00 
2022 08 02 04 50 304  5.0  6.3 99.00 99.00 99.00 999 1016.1 999.0  13.4 999.0 99.0 99.00 
2022 08 02 05 00 309  5.2  6.1 99.00 99.00 99.00 999 1016.0 999.0  13.4 999.0 99.0 99.00 
2022 08 02 05 10 308  5.3  6.8 99.00 99.00 99.00 999 1016.1 999.0  13.4 999.0 99.0 99.00 
2022 08 02 05 20 305  4.8  6.1 99.00 99.00 99.00 999 1016.2 999.0  13.5 999.0 99.0 99.00 
2022 08 02 05 30 310  5.1  6.5 99.00 99.00 99.00 999 1016.0 999.0 999.0 999.0 99.0 99.00 
2022 08 02 05 40 314  5.2  6.3  1.30 12.90  7.45 177 1015.9 999.0  13.5 999.0 99.0 99.00 
2022 08 02 05 50 315  5.0  6.1 99.00 99.00 99.00 999 1016.0 999.0 999.0 999.0 99.0 99.00 
2022 08 02 06 00 307  5.0  6.1 99.00 99.00 99.00 999 1016.0 999.0  13.5 999.0 99.0 99.00 
2022 08 02 06 10 308  5.1  6.1 99.00 99.00 99.00 999 1015.9 999.0  13.5 999.0 99.0 99.00 
2022 08 02 06 20 308  5.1  6.1 99.00 99.00 99.00 999 1016.0 999.0  13.4 999.0 99.0 99.00 
2022 08 02 06 30 315  4.8  6.0 99.00 99.00 99.00 999 1016.1 999.0  13.4 999.0 99.0 99.00 
2022 08 02 06 40 317  4.3  5.9  1.32 12.90  7.77 181 1016.1 999.0  13.4 999.0 99.0 99.00 
2022 08 02 06 50 314  4.5  5.5 99.00 99.00 99.00 999 1016.0 999.0  13.4 999.0 99.0 99.00 
2022 08 02 07 00 310  4.5  5.5 99.00 99.00 99.00 999 1016.0 999.0  13.4 999.0 99.0 99.00 
2022 08 02 07 10 308  4.3  5.4 99.00 99.00 99.00 999 1016.1 999.0  13.4 999.0 99.0 99.00 
2022 08 02 07 20 311  4.2  5.2 99.00 99.00 99.00 999 1016.1 999.0  13.4 999.0 99.0 99.00 
2022 08 02 07 30 310  4.3  5.1 99.00 99.00 99.00 999 1016.0 999.0  13.3 999.0 99.0 99.00 
2022 08 02 07 40 308  4.4  5.2  1.43 12.90  8.50 180 1015.8 999.0  13.3 999.0 99.0 99.00 
2022 08 02 07 50 308  4.9  5.8 99.00 99.00 99.00 999 1015.9 999.0  13.3 999.0 99.0 99.00 
2022 08 02 08 00 303  4.6  5.7 99.00 99.00 99.00 999 1015.8 999.0  13.3 999.0 99.0 99.00 
2022 08 02 08 10 301  4.6  5.9 99.00 99.00 99.00 999 1015.9 999.0  13.2 999.0 99.0 99.00 
2022 08 02 08 20 301  4.2  5.1 99.00 99.00 99.00 999 1016.0 999.0  13.2 999.0 99.0 99.00 
2022 08 02 08 30 295  3.9  4.8 99.00 99.00 99.00 999 1016.0 999.0  13.2 999.0 99.0 99.00 
2022 08 02 08 40 295  4.2  5.1  1.42 12.90  8.59 181 1016.0 999.0  13.2 999.0 99.0 99.00 
2022 08 02 08 50 293  4.1  5.2 99.00 99.00 99.00 999 1016.0 999.0  13.2 999.0 99.0 99.00 
2022 08 02 09 00 292  4.2  5.1 99.00 99.00 99.00 999 1016.0 999.0  13.2 999.0 99.0 99.00 
2022 08 02 09 10 290  4.0  5.0 99.00 99.00 99.00 999 1016.0 999.0  13.2 999.0 99.0 99.00 
2022 08 02 09 20 293  3.7  4.5 99.00 99.00 99.00 999 1016.1 999.0  13.2 999.0 99.0 99.00 
2022 08 02 09 30 295  3.6  4.4 99.00 99.00 99.00 999 1016.0 999.0  13.2 999.0 99.0 99.00 
2022 08 02 09 40 294  3.6  4.5  1.56 12.90  9.33 180 1016.0 999.0  13.2 999.0 99.0 99.00 
2022 08 02 09 50 299  3.7  4.7 99.00 99.00 99.00 999 1016.1 999.0  13.2 999.0 99.0 99.00 
2022 08 02 10 00 301  3.7  4.8 99.00 99.00 99.00 999 1016.0 999.0  13.2 999.0 99.0 99.00 
2022 08 02 10 10 300  3.7  4.5 99.00 99.00 99.00 999 1016.0 999.0  13.2 999.0 99.0 99.00 
2022 08 02 10 20 303  3.9  4.8 99.00 99.00 99.00 999 1016.0 999.0  13.2 999.0 99.0 99.00 
2022 08 02 10 30 307  3.9  4.8 99.00 99.00 99.00 999 1016.1 999.0  13.1 999.0 99.0 99.00 
2022 08 02 10 40 304  3.6  4.5  1.49 12.12  9.08 181 1016.1 999.0  13.2 999.0 99.0 99.00 
2022 08 02 10 50 307  3.4  4.4 99.00 99.00 99.00 999 1016.2 999.0  13.3 999.0 99.0 99.00 
2022 08 02 11 00 305  3.1  4.1 99.00 99.00 99.00 999 1016.2 999.0  13.3 999.0 99.0 99.00 
2022 08 02 11 10 311  3.4  4.4 99.00 99.00 99.00 999 1016.2 999.0  13.2 999.0 99.0 99.00 
2022 08 02 11 20 309  3.1  4.3 99.00 99.00 99.00 999 1016.3 999.0  13.3 999.0 99.0 99.00 
2022 08 02 11 30 307  2.8  3.5 99.00 99.00 99.00 999 1016.3 999.0  13.3 999.0 99.0 99.00 
2022 08 02 11 40 305  2.8  3.7  1.35 13.79  8.29 186 1016.4 999.0  13.3 999.0 99.0 99.00 
2022 08 02 11 50 293  2.7  3.5 99.00 99.00 99.00 999 1016.5 999.0  13.2 999.0 99.0 99.00 
2022 08 02 12 00 302  3.1  4.0 99.00 99.00 99.00 999 1016.4 999.0  13.2 999.0 99.0 99.00 
2022 08 02 12 10 308  3.0  4.1 99.00 99.00 99.00 999 1016.4 999.0  13.2 999.0 99.0 99.00 
2022 08 02 12 20 313  2.8  4.0 99.00 99.00 99.00 999 1016.3 999.0  13.3 999.0 99.0 99.00 
2022 08 02 12 30 309  3.1  4.3 99.00 99.00 99.00 999 1016.4 999.0  13.3 999.0 99.0 99.00 
2022 08 02 12 40 310  2.8  3.6  1.53 12.90  8.92 184 1016.4 999.0  13.3 999.0 99.0 99.00 
2022 08 02 12 50 321  2.9  3.9 99.00 99.00 99.00 999 1016.4 999.0  13.6 999.0 99.0 99.00 
2022 08 02 13 00 333  3.0  4.2 99.00 99.00 99.00 999 1016.4 999.0  13.7 999.0 99.0 99.00 
2022 08 02 13 10 330  3.1  3.9 99.00 99.00 99.00 999 1016.6 999.0  13.8 999.0 99.0 99.00 
2022 08 02 13 20 322  2.9  3.7 99.00 99.00 99.00 999 1016.8 999.0  13.8 999.0 99.0 99.00 
