#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2022 02 06 15 40 350  2.3  3.3  1.82 14.81  8.72 287 1026.2 999.0  12.0 999.0 99.0 99.00 
2022 02 06 15 50   6  1.7  2.2 99.00 99.00 99.00 999 1026.2 999.0  12.0 999.0 99.0 99.00 
2022 02 06 16 00  14  2.1  2.7 99.00 99.00 99.00 999 1026.3 999.0  12.0 999.0 99.0 99.00 
2022 02 06 16 10   4  2.0  2.9 99.00 99.00 99.00 999 1026.4 999.0  12.0 999.0 99.0 99.00 
2022 02 06 16 20 351  1.9  2.7 99.00 99.00 99.00 999 1026.4 999.0  12.0 999.0 99.0 99.00 
2022 02 06 16 30 328  2.4  3.4 99.00 99.00 99.00 999 1026.6 999.0  12.0 999.0 99.0 99.00 
2022 02 06 16 40 321  2.9  4.2  1.76 13.79  8.87 281 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 06 16 50 321  3.1  4.2 99.00 99.00 99.00 999 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 06 17 00 310  3.3  4.7 99.00 99.00 99.00 999 1026.6 999.0  12.0 999.0 99.0 99.00 
2022 02 06 17 10 309  3.1  4.9 99.00 99.00 99.00 999 1026.6 999.0  12.0 999.0 99.0 99.00 
2022 02 06 17 20 312  3.0  4.7 99.00 99.00 99.00 999 1026.7 999.0  12.1 999.0 99.0 99.00 
2022 02 06 17 30 310  3.6  4.8 99.00 99.00 99.00 999 1026.7 999.0  12.1 999.0 99.0 99.00 
2022 02 06 17 40 317  3.6  4.6  1.90 14.81  9.20 282 1026.8 999.0  12.1 999.0 99.0 99.00 
2022 02 06 17 50 316  3.2  4.3 99.00 99.00 99.00 999 1026.9 999.0  12.1 999.0 99.0 99.00 
2022 02 06 18 00 320  2.8  4.2 99.00 99.00 99.00 999 1027.0 999.0  12.1 999.0 99.0 99.00 
2022 02 06 18 10 320  2.7  3.7 99.00 99.00 99.00 999 1027.1 999.0  12.1 999.0 99.0 99.00 
2022 02 06 18 20 319  2.8  3.9 99.00 99.00 99.00 999 1027.1 999.0  12.1 999.0 99.0 99.00 
2022 02 06 18 30 325  3.0  4.1 99.00 99.00 99.00 999 1027.1 999.0  12.1 999.0 99.0 99.00 
2022 02 06 18 40 317  3.4  4.5  1.78 13.79  8.50 283 1027.1 999.0  12.1 999.0 99.0 99.00 
2022 02 06 18 50 310  4.1  5.4 99.00 99.00 99.00 999 1027.1 999.0  12.1 999.0 99.0 99.00 
2022 02 06 19 00 314  4.7  5.8 99.00 99.00 99.00 999 1027.0 999.0  12.1 999.0 99.0 99.00 
2022 02 06 19 10 314  4.8  5.9 99.00 99.00 99.00 999 1026.9 999.0  12.1 999.0 99.0 99.00 
2022 02 06 19 20 317  5.2  6.5 99.00 99.00 99.00 999 1026.7 999.0  12.2 999.0 99.0 99.00 
2022 02 06 19 30 316  6.0  7.4 99.00 99.00 99.00 999 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 06 19 40 312  6.0  7.6  1.80 14.81  8.58 282 1026.4 999.0  12.1 999.0 99.0 99.00 
2022 02 06 19 50 310  6.2  7.5 99.00 99.00 99.00 999 1026.3 999.0  12.1 999.0 99.0 99.00 
2022 02 06 20 00 317  6.0  7.1 99.00 99.00 99.00 999 1026.2 999.0  12.1 999.0 99.0 99.00 
2022 02 06 20 10 314  6.0  7.3 99.00 99.00 99.00 999 1026.0 999.0  12.1 999.0 99.0 99.00 
2022 02 06 20 20 319  6.0  7.5 99.00 99.00 99.00 999 1025.9 999.0  12.2 999.0 99.0 99.00 
2022 02 06 20 30 317  5.8  7.2 99.00 99.00 99.00 999 1025.7 999.0  12.2 999.0 99.0 99.00 
2022 02 06 20 40 312  6.0  7.5  1.80 14.81  7.85 274 1025.7 999.0  12.1 999.0 99.0 99.00 
2022 02 06 20 50 316  5.8  7.0 99.00 99.00 99.00 999 1025.5 999.0  12.1 999.0 99.0 99.00 
2022 02 06 21 00 318  5.5  7.0 99.00 99.00 99.00 999 1025.4 999.0  12.1 999.0 99.0 99.00 
2022 02 06 21 10 313  5.4  7.0 99.00 99.00 99.00 999 1025.2 999.0  12.1 999.0 99.0 99.00 
2022 02 06 21 20 311  5.0  6.4 99.00 99.00 99.00 999 1025.2 999.0  12.1 999.0 99.0 99.00 
2022 02 06 21 30 312  4.6  6.0 99.00 99.00 99.00 999 1025.1 999.0  12.1 999.0 99.0 99.00 
2022 02 06 21 40 311  4.7  5.8  1.78 13.79  8.17 284 1024.9 999.0  12.1 999.0 99.0 99.00 
2022 02 06 21 50 307  4.6  6.3 99.00 99.00 99.00 999 1024.9 999.0  12.2 999.0 99.0 99.00 
2022 02 06 22 00 310  4.9  5.9 99.00 99.00 99.00 999 1024.7 999.0  12.2 999.0 99.0 99.00 
2022 02 06 22 10 308  5.2  6.5 99.00 99.00 99.00 999 1024.6 999.0  12.2 999.0 99.0 99.00 
2022 02 06 22 20 305  5.3  6.6 99.00 99.00 99.00 999 1024.4 999.0  12.2 999.0 99.0 99.00 
2022 02 06 22 30 311  5.2  6.2 99.00 99.00 99.00 999 1024.3 999.0  12.3 999.0 99.0 99.00 
2022 02 06 22 40 309  5.4  6.6  1.54 13.79  7.65 299 1024.3 999.0  12.3 999.0 99.0 99.00 
2022 02 06 22 50 308  5.0  6.0 99.00 99.00 99.00 999 1024.1 999.0  12.3 999.0 99.0 99.00 
2022 02 06 23 00 307  5.0  6.2 99.00 99.00 99.00 999 1024.0 999.0  12.3 999.0 99.0 99.00 
2022 02 06 23 10 307  5.3  6.6 99.00 99.00 99.00 999 1023.9 999.0  12.3 999.0 99.0 99.00 
2022 02 06 23 20 307  5.3  6.5 99.00 99.00 99.00 999 1024.1 999.0  12.3 999.0 99.0 99.00 
2022 02 06 23 30 303  5.0  6.2 99.00 99.00 99.00 999 1024.2 999.0  12.3 999.0 99.0 99.00 
2022 02 06 23 40 310  5.2  6.8  1.57 13.79  7.38 297 1024.0 999.0  12.3 999.0 99.0 99.00 
2022 02 06 23 50 307  5.8  7.1 99.00 99.00 99.00 999 1023.9 999.0  12.3 999.0 99.0 99.00 
2022 02 07 00 00 311  6.8  8.2 99.00 99.00 99.00 999 1023.8 999.0  12.3 999.0 99.0 99.00 
2022 02 07 00 10 308  7.0  8.5 99.00 99.00 99.00 999 1023.9 999.0  12.3 999.0 99.0 99.00 
2022 02 07 00 20 312  7.2  8.9 99.00 99.00 99.00 999 1023.8 999.0  12.3 999.0 99.0 99.00 
2022 02 07 00 30 312  7.0  8.9 99.00 99.00 99.00 999 1023.7 999.0  12.2 999.0 99.0 99.00 
2022 02 07 00 40 316  7.4  9.1  1.62 13.79  6.85 262 1023.7 999.0  12.2 999.0 99.0 99.00 
2022 02 07 00 50 311  7.9  9.7 99.00 99.00 99.00 999 1023.7 999.0  12.2 999.0 99.0 99.00 
2022 02 07 01 00 310  7.9  9.3 99.00 99.00 99.00 999 1023.8 999.0  12.2 999.0 99.0 99.00 
2022 02 07 01 10 309  7.7  9.7 99.00 99.00 99.00 999 1023.8 999.0  12.2 999.0 99.0 99.00 
2022 02 07 01 20 315  8.1 10.0 99.00 99.00 99.00 999 1023.8 999.0  12.2 999.0 99.0 99.00 
2022 02 07 01 30 317  8.0  9.8 99.00 99.00 99.00 999 1024.1 999.0  12.2 999.0 99.0 99.00 
2022 02 07 01 40 314  8.0 10.2  1.61 13.79  6.49 270 1024.2 999.0  12.2 999.0 99.0 99.00 
2022 02 07 01 50 314  8.1 10.0 99.00 99.00 99.00 999 1024.2 999.0  12.2 999.0 99.0 99.00 
2022 02 07 02 00 326  8.5 10.6 99.00 99.00 99.00 999 1024.3 999.0  12.2 999.0 99.0 99.00 
2022 02 07 02 10 324  8.7 11.1 99.00 99.00 99.00 999 1024.3 999.0  12.2 999.0 99.0 99.00 
2022 02 07 02 20 321  8.5 10.7 99.00 99.00 99.00 999 1024.4 999.0  12.2 999.0 99.0 99.00 
2022 02 07 02 30 321  8.1  9.8 99.00 99.00 99.00 999 1024.5 999.0  12.2 999.0 99.0 99.00 
2022 02 07 02 40 322  8.0 10.0 99.00 99.00 99.00 999 1024.6 999.0  12.2 999.0 99.0 99.00 
2022 02 07 02 50 314  8.1  9.7 99.00 99.00 99.00 999 1024.7 999.0  12.1 999.0 99.0 99.00 
2022 02 07 03 00 324  7.8  9.4 99.00 99.00 99.00 999 1024.7 999.0 999.0 999.0 99.0 99.00 
2022 02 07 03 10 319  7.5  9.5 99.00 99.00 99.00 999 1024.7 999.0  12.1 999.0 99.0 99.00 
2022 02 07 03 20 327  7.1  9.3 99.00 99.00 99.00 999 1024.9 999.0  12.1 999.0 99.0 99.00 
2022 02 07 03 30 320  6.9  8.5 99.00 99.00 99.00 999 1024.9 999.0  12.1 999.0 99.0 99.00 
2022 02 07 03 40 329  6.9  8.9  1.65 14.81  6.06 282 1024.8 999.0  12.1 999.0 99.0 99.00 
2022 02 07 03 50 329  6.6  8.7 99.00 99.00 99.00 999 1025.1 999.0  12.1 999.0 99.0 99.00 
2022 02 07 04 00 328  5.8  8.1 99.00 99.00 99.00 999 1025.3 999.0  12.1 999.0 99.0 99.00 
2022 02 07 04 10 328  5.0  7.1 99.00 99.00 99.00 999 1025.4 999.0  12.1 999.0 99.0 99.00 
2022 02 07 04 20 319  5.1  7.2 99.00 99.00 99.00 999 1025.5 999.0  12.1 999.0 99.0 99.00 
2022 02 07 04 30 315  5.8  7.6 99.00 99.00 99.00 999 1025.5 999.0  12.1 999.0 99.0 99.00 
2022 02 07 04 40 308  5.7  7.4  1.57 13.79  6.63 288 1025.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 04 50 309  5.9  8.0 99.00 99.00 99.00 999 1025.7 999.0  12.1 999.0 99.0 99.00 
2022 02 07 05 00 316  5.9  7.5 99.00 99.00 99.00 999 1025.8 999.0  12.1 999.0 99.0 99.00 
2022 02 07 05 10 317  5.9  7.6 99.00 99.00 99.00 999 1026.1 999.0  12.1 999.0 99.0 99.00 
2022 02 07 05 20 317  6.4  8.0 99.00 99.00 99.00 999 1026.2 999.0  12.1 999.0 99.0 99.00 
2022 02 07 05 30 319  6.5  8.2 99.00 99.00 99.00 999 1026.2 999.0  12.1 999.0 99.0 99.00 
2022 02 07 05 40 321  6.2  8.4  1.67 13.79  7.15 294 1026.2 999.0  12.1 999.0 99.0 99.00 
2022 02 07 05 50 326  6.2  8.1 99.00 99.00 99.00 999 1026.4 999.0  12.1 999.0 99.0 99.00 
2022 02 07 06 00 333  5.4  7.1 99.00 99.00 99.00 999 1026.4 999.0  12.1 999.0 99.0 99.00 
2022 02 07 06 10 319  5.5  7.0 99.00 99.00 99.00 999 1026.5 999.0  12.1 999.0 99.0 99.00 
2022 02 07 06 20 325  5.5  7.6 99.00 99.00 99.00 999 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 06 30 320  5.5  7.7 99.00 99.00 99.00 999 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 06 40 315  5.6  7.5  1.68 13.79  6.76 274 1026.8 999.0  12.1 999.0 99.0 99.00 
2022 02 07 06 50 308  6.0  7.7 99.00 99.00 99.00 999 1026.8 999.0  12.1 999.0 99.0 99.00 
2022 02 07 07 00 324  5.7  7.5 99.00 99.00 99.00 999 1026.8 999.0  12.1 999.0 99.0 99.00 
2022 02 07 07 10 320  5.9  8.1 99.00 99.00 99.00 999 1026.8 999.0  12.1 999.0 99.0 99.00 
2022 02 07 07 20 319  6.3  8.0 99.00 99.00 99.00 999 1026.8 999.0  12.1 999.0 99.0 99.00 
2022 02 07 07 30 323  5.8  7.8 99.00 99.00 99.00 999 1026.9 999.0  12.1 999.0 99.0 99.00 
2022 02 07 07 40 322  6.3  8.5  1.53 13.79  6.81 261 1026.8 999.0  12.1 999.0 99.0 99.00 
2022 02 07 07 50 325  6.0  7.5 99.00 99.00 99.00 999 1026.7 999.0  12.1 999.0 99.0 99.00 
2022 02 07 08 00 332  6.5  8.6 99.00 99.00 99.00 999 1026.5 999.0  12.1 999.0 99.0 99.00 
2022 02 07 08 10 334  6.4  7.9 99.00 99.00 99.00 999 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 08 20 344  5.9  7.7 99.00 99.00 99.00 999 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 08 30 337  5.7  7.7 99.00 99.00 99.00 999 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 08 40 342  5.3  7.0  1.56 12.90  7.10 290 1026.5 999.0  12.1 999.0 99.0 99.00 
2022 02 07 08 50 340  4.5  5.9 99.00 99.00 99.00 999 1026.5 999.0  12.1 999.0 99.0 99.00 
2022 02 07 09 00 346  4.5  5.9 99.00 99.00 99.00 999 1026.5 999.0  12.1 999.0 99.0 99.00 
2022 02 07 09 10 340  4.8  6.4 99.00 99.00 99.00 999 1026.5 999.0  12.1 999.0 99.0 99.00 
2022 02 07 09 20 328  4.5  6.3 99.00 99.00 99.00 999 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 09 30 322  4.6  6.1 99.00 99.00 99.00 999 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 09 40 327  4.3  6.1  1.67 13.79  7.41 283 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 09 50 333  3.8  5.2 99.00 99.00 99.00 999 1026.7 999.0  12.1 999.0 99.0 99.00 
2022 02 07 10 00 338  3.5  5.3 99.00 99.00 99.00 999 1026.7 999.0  12.1 999.0 99.0 99.00 
2022 02 07 10 10 325  3.1  4.7 99.00 99.00 99.00 999 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 10 20 311  3.0  4.7 99.00 99.00 99.00 999 1026.7 999.0  12.0 999.0 99.0 99.00 
2022 02 07 10 30 312  3.7  5.6 99.00 99.00 99.00 999 1026.7 999.0  12.0 999.0 99.0 99.00 
2022 02 07 10 40 315  4.3  5.6  1.74 16.00  7.94 273 1026.7 999.0  12.0 999.0 99.0 99.00 
2022 02 07 10 50 315  5.1  6.6 99.00 99.00 99.00 999 1026.6 999.0  12.0 999.0 99.0 99.00 
2022 02 07 11 00 312  5.0  6.5 99.00 99.00 99.00 999 1026.6 999.0  12.0 999.0 99.0 99.00 
2022 02 07 11 10 322  5.0  6.3 99.00 99.00 99.00 999 1026.6 999.0  12.0 999.0 99.0 99.00 
2022 02 07 11 20 322  5.2  6.8 99.00 99.00 99.00 999 1026.5 999.0  12.0 999.0 99.0 99.00 
2022 02 07 11 30 317  5.8  7.3 99.00 99.00 99.00 999 1026.6 999.0  12.0 999.0 99.0 99.00 
2022 02 07 11 40 326  5.9  7.3  1.82 16.00  8.03 286 1026.5 999.0  12.0 999.0 99.0 99.00 
2022 02 07 11 50 328  5.7  7.4 99.00 99.00 99.00 999 1026.5 999.0  12.0 999.0 99.0 99.00 
2022 02 07 12 00 326  5.7  7.1 99.00 99.00 99.00 999 1026.5 999.0  12.0 999.0 99.0 99.00 
2022 02 07 12 10 332  5.7  6.9 99.00 99.00 99.00 999 1026.5 999.0  12.0 999.0 99.0 99.00 
2022 02 07 12 20 331  5.6  7.0 99.00 99.00 99.00 999 1026.5 999.0  12.0 999.0 99.0 99.00 
2022 02 07 12 30 338  5.9  7.5 99.00 99.00 99.00 999 1026.7 999.0  12.0 999.0 99.0 99.00 
2022 02 07 12 40 334  5.7  7.2  1.62 16.00  7.51 268 1026.7 999.0  12.0 999.0 99.0 99.00 
2022 02 07 12 50 341  5.7  7.3 99.00 99.00 99.00 999 1026.7 999.0  12.0 999.0 99.0 99.00 
2022 02 07 13 00 342  5.7  7.4 99.00 99.00 99.00 999 1026.6 999.0  12.0 999.0 99.0 99.00 
2022 02 07 13 10 345  5.5  6.7 99.00 99.00 99.00 999 1026.7 999.0  12.0 999.0 99.0 99.00 
2022 02 07 13 20 338  5.3  6.6 99.00 99.00 99.00 999 1026.7 999.0  12.0 999.0 99.0 99.00 
2022 02 07 13 30 338  5.2  6.3 99.00 99.00 99.00 999 1026.7 999.0  12.0 999.0 99.0 99.00 
2022 02 07 13 40 340  5.0  6.4  1.84 16.00  7.96 277 1026.8 999.0  12.0 999.0 99.0 99.00 
2022 02 07 13 50 342  4.9  5.9 99.00 99.00 99.00 999 1026.9 999.0  12.0 999.0 99.0 99.00 
2022 02 07 14 00 339  4.6  5.7 99.00 99.00 99.00 999 1026.9 999.0  12.0 999.0 99.0 99.00 
2022 02 07 14 10 344  4.4  5.7 99.00 99.00 99.00 999 1027.0 999.0  12.0 999.0 99.0 99.00 
2022 02 07 14 20 331  4.0  5.2 99.00 99.00 99.00 999 1027.0 999.0  12.0 999.0 99.0 99.00 
2022 02 07 14 30 339  4.0  5.3 99.00 99.00 99.00 999 1027.1 999.0  12.0 999.0 99.0 99.00 
2022 02 07 14 40 336  3.9  5.0  1.74 16.00  8.13 274 1027.2 999.0  12.0 999.0 99.0 99.00 
2022 02 07 14 50 337  3.8  4.8 99.00 99.00 99.00 999 1027.4 999.0  12.0 999.0 99.0 99.00 
2022 02 07 15 00 332  4.2  5.3 99.00 99.00 99.00 999 1027.3 999.0  12.0 999.0 99.0 99.00 
2022 02 07 15 10 322  4.9  6.1 99.00 99.00 99.00 999 1027.4 999.0  12.0 999.0 99.0 99.00 
2022 02 07 15 20 329  5.1  6.4 99.00 99.00 99.00 999 1027.5 999.0  12.0 999.0 99.0 99.00 
2022 02 07 15 30 336  4.3  5.7 99.00 99.00 99.00 999 1027.6 999.0  12.0 999.0 99.0 99.00 
2022 02 07 15 40 354  4.0  5.0  1.79 16.00  8.42 272 1027.6 999.0  12.0 999.0 99.0 99.00 
2022 02 07 15 50 350  3.6  4.5 99.00 99.00 99.00 999 1027.8 999.0  12.0 999.0 99.0 99.00 
2022 02 07 16 00 344  3.5  4.5 99.00 99.00 99.00 999 1027.9 999.0  12.0 999.0 99.0 99.00 
2022 02 07 16 10 338  3.2  4.5 99.00 99.00 99.00 999 1028.0 999.0  12.0 999.0 99.0 99.00 
2022 02 07 16 20 337  3.3  4.6 99.00 99.00 99.00 999 1028.1 999.0  12.0 999.0 99.0 99.00 
2022 02 07 16 30 339  3.2  4.6 99.00 99.00 99.00 999 1028.2 999.0  12.0 999.0 99.0 99.00 
2022 02 07 16 40 355  3.3  4.1  1.69 14.81  7.98 286 1028.2 999.0  12.0 999.0 99.0 99.00 
2022 02 07 16 50   4  2.7  3.4 99.00 99.00 99.00 999 1028.2 999.0  12.0 999.0 99.0 99.00 
2022 02 07 17 00   2  2.4  3.1 99.00 99.00 99.00 999 1028.2 999.0  12.0 999.0 99.0 99.00 
2022 02 07 17 10   4  2.4  3.3 99.00 99.00 99.00 999 1028.2 999.0  12.0 999.0 99.0 99.00 
2022 02 07 17 20   9  2.3  3.0 99.00 99.00 99.00 999 1028.2 999.0  12.0 999.0 99.0 99.00 
2022 02 07 17 30   5  2.6  3.7 99.00 99.00 99.00 999 1028.4 999.0  12.0 999.0 99.0 99.00 
2022 02 07 17 40 341  3.1  4.2  2.09 16.00  9.64 287 1028.5 999.0  12.1 999.0 99.0 99.00 
2022 02 07 17 50 329  2.9  3.9 99.00 99.00 99.00 999 1028.5 999.0  12.1 999.0 99.0 99.00 
2022 02 07 18 00 329  2.6  3.9 99.00 99.00 99.00 999 1028.5 999.0  12.1 999.0 99.0 99.00 
2022 02 07 18 10 328  2.5  3.8 99.00 99.00 99.00 999 1028.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 18 20 312  2.8  4.2 99.00 99.00 99.00 999 1028.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 18 30 311  2.4  3.8 99.00 99.00 99.00 999 1028.6 999.0  12.1 999.0 99.0 99.00 
2022 02 07 18 40 320  1.6  2.9  1.85 16.00  8.93 272 1028.7 999.0  12.1 999.0 99.0 99.00 
2022 02 07 18 50 303  2.5  4.0 99.00 99.00 99.00 999 1028.7 999.0  12.1 999.0 99.0 99.00 
2022 02 07 19 00 303  2.7  3.9 99.00 99.00 99.00 999 1028.8 999.0  12.2 999.0 99.0 99.00 
2022 02 07 19 10 299  3.7  5.3 99.00 99.00 99.00 999 1028.8 999.0  12.2 999.0 99.0 99.00 
2022 02 07 19 20 296  3.9  5.0 99.00 99.00 99.00 999 1028.8 999.0  12.2 999.0 99.0 99.00 
2022 02 07 19 30 298  3.9  5.1 99.00 99.00 99.00 999 1028.7 999.0  12.2 999.0 99.0 99.00 
2022 02 07 19 40 292  4.6  5.9  2.04 16.00  8.96 275 1028.7 999.0  12.2 999.0 99.0 99.00 
2022 02 07 19 50 297  4.7  6.4 99.00 99.00 99.00 999 1028.6 999.0  12.2 999.0 99.0 99.00 
2022 02 07 20 00 303  4.7  6.0 99.00 99.00 99.00 999 1028.4 999.0  12.2 999.0 99.0 99.00 
2022 02 07 20 10 301  5.2  7.1 99.00 99.00 99.00 999 1028.2 999.0  12.2 999.0 99.0 99.00 
2022 02 07 20 20 305  5.3  7.6 99.00 99.00 99.00 999 1028.1 999.0  12.3 999.0 99.0 99.00 
2022 02 07 20 30 312  5.6  7.4 99.00 99.00 99.00 999 1028.0 999.0  12.3 999.0 99.0 99.00 
2022 02 07 20 40 312  5.7  7.1  2.09 16.00  8.66 274 1027.9 999.0  12.3 999.0 99.0 99.00 
2022 02 07 20 50 313  5.8  7.2 99.00 99.00 99.00 999 1027.7 999.0  12.3 999.0 99.0 99.00 
2022 02 07 21 00 318  5.9  7.0 99.00 99.00 99.00 999 1027.6 999.0  12.3 999.0 99.0 99.00 
2022 02 07 21 10 312  6.1  7.5 99.00 99.00 99.00 999 1027.4 999.0  12.3 999.0 99.0 99.00 
2022 02 07 21 20 316  6.3  7.7 99.00 99.00 99.00 999 1027.2 999.0  12.3 999.0 99.0 99.00 
2022 02 07 21 30 312  6.4  7.9 99.00 99.00 99.00 999 1027.0 999.0  12.3 999.0 99.0 99.00 
2022 02 07 21 40 317  6.4  7.9  2.06 14.81  8.62 275 1026.8 999.0  12.3 999.0 99.0 99.00 
2022 02 07 21 50 317  6.6  8.0 99.00 99.00 99.00 999 1026.7 999.0  12.3 999.0 99.0 99.00 
2022 02 07 22 00 319  6.5  7.6 99.00 99.00 99.00 999 1026.6 999.0  12.3 999.0 99.0 99.00 
2022 02 07 22 10 321  6.1  7.5 99.00 99.00 99.00 999 1026.5 999.0  12.3 999.0 99.0 99.00 
2022 02 07 22 20 320  6.2  7.6 99.00 99.00 99.00 999 1026.4 999.0  12.3 999.0 99.0 99.00 
2022 02 07 22 30 321  6.4  7.7 99.00 99.00 99.00 999 1026.5 999.0  12.3 999.0 99.0 99.00 
2022 02 07 22 40 316  6.5  7.8  1.50 14.81  6.56 273 1026.3 999.0  12.3 999.0 99.0 99.00 
2022 02 07 22 50 313  6.8  8.0 99.00 99.00 99.00 999 1026.3 999.0  12.3 999.0 99.0 99.00 
2022 02 07 23 00 317  7.0  8.3 99.00 99.00 99.00 999 1026.3 999.0  12.3 999.0 99.0 99.00 
2022 02 07 23 10 314  6.5  8.0 99.00 99.00 99.00 999 1026.3 999.0  12.3 999.0 99.0 99.00 
2022 02 07 23 20 315  6.6  7.8 99.00 99.00 99.00 999 1026.2 999.0  12.3 999.0 99.0 99.00 
2022 02 07 23 30 317  6.8  8.1 99.00 99.00 99.00 999 1026.2 999.0  12.3 999.0 99.0 99.00 
2022 02 07 23 40 314  7.1  8.4  1.89 14.81  7.80 289 1026.2 999.0  12.3 999.0 99.0 99.00 
2022 02 07 23 50 314  6.7  8.1 99.00 99.00 99.00 999 1026.2 999.0  12.3 999.0 99.0 99.00 
2022 02 08 00 00 315  7.0  8.2 99.00 99.00 99.00 999 1026.0 999.0  12.3 999.0 99.0 99.00 
2022 02 08 00 10 316  7.0  8.4 99.00 99.00 99.00 999 1026.0 999.0  12.3 999.0 99.0 99.00 
2022 02 08 00 20 316  6.8  8.7 99.00 99.00 99.00 999 1025.8 999.0  12.3 999.0 99.0 99.00 
2022 02 08 00 30 316  7.0  8.4 99.00 99.00 99.00 999 1025.8 999.0  12.3 999.0 99.0 99.00 
2022 02 08 00 40 317  6.8  8.5  1.69 14.81  6.67 275 1025.7 999.0 999.0 999.0 99.0 99.00 
2022 02 08 00 50 314  7.0  8.2 99.00 99.00 99.00 999 1025.7 999.0  12.2 999.0 99.0 99.00 
2022 02 08 01 00 311  6.6  8.4 99.00 99.00 99.00 999 1025.5 999.0  12.2 999.0 99.0 99.00 
2022 02 08 01 10 312  6.1  7.4 99.00 99.00 99.00 999 1025.4 999.0  12.2 999.0 99.0 99.00 
2022 02 08 01 20 310  6.3  7.6 99.00 99.00 99.00 999 1025.5 999.0  12.2 999.0 99.0 99.00 
2022 02 08 01 30 316  6.7  8.0 99.00 99.00 99.00 999 1025.5 999.0  12.2 999.0 99.0 99.00 
2022 02 08 01 40 313  6.6  7.8  1.71 14.81  6.81 277 1025.6 999.0  12.2 999.0 99.0 99.00 
2022 02 08 01 50 312  6.5  8.0 99.00 99.00 99.00 999 1025.5 999.0  12.2 999.0 99.0 99.00 
2022 02 08 02 00 310  6.7  8.2 99.00 99.00 99.00 999 1025.6 999.0  12.2 999.0 99.0 99.00 
2022 02 08 02 10 317  6.8  8.2 99.00 99.00 99.00 999 1025.7 999.0  12.2 999.0 99.0 99.00 
2022 02 08 02 20 317  6.5  8.2 99.00 99.00 99.00 999 1025.8 999.0  12.2 999.0 99.0 99.00 
2022 02 08 02 30 319  6.7  8.1 99.00 99.00 99.00 999 1026.0 999.0  12.2 999.0 99.0 99.00 
2022 02 08 02 40 313  6.8  8.3  1.84 14.81  7.33 276 1026.1 999.0  12.1 999.0 99.0 99.00 
2022 02 08 02 50 316  6.5  7.9 99.00 99.00 99.00 999 1026.1 999.0  12.1 999.0 99.0 99.00 
2022 02 08 03 00 318  6.6  8.1 99.00 99.00 99.00 999 1026.2 999.0  12.1 999.0 99.0 99.00 
2022 02 08 03 10 321  6.9  8.6 99.00 99.00 99.00 999 1026.3 999.0  12.1 999.0 99.0 99.00 
2022 02 08 03 20 318  6.5  7.9 99.00 99.00 99.00 999 1026.4 999.0  12.1 999.0 99.0 99.00 
2022 02 08 03 30 315  6.0  7.4 99.00 99.00 99.00 999 1026.4 999.0  12.1 999.0 99.0 99.00 
2022 02 08 03 40 314  6.0  7.4  1.71 14.81  6.87 252 1026.4 999.0  12.1 999.0 99.0 99.00 
2022 02 08 03 50 315  5.6  6.8 99.00 99.00 99.00 999 1026.5 999.0  12.1 999.0 99.0 99.00 
2022 02 08 04 00 314  5.5  6.9 99.00 99.00 99.00 999 1026.5 999.0  12.1 999.0 99.0 99.00 
2022 02 08 04 10 311  5.7  6.9 99.00 99.00 99.00 999 1026.7 999.0  12.2 999.0 99.0 99.00 
2022 02 08 04 20 307  6.1  7.6 99.00 99.00 99.00 999 1026.7 999.0  12.2 999.0 99.0 99.00 
2022 02 08 04 30 318  6.6  7.8 99.00 99.00 99.00 999 1026.7 999.0  12.1 999.0 99.0 99.00 
2022 02 08 04 40 316  5.8  7.4  1.64 14.81  6.68 269 1026.8 999.0  12.1 999.0 99.0 99.00 
2022 02 08 04 50 317  5.8  7.0 99.00 99.00 99.00 999 1026.8 999.0  12.1 999.0 99.0 99.00 
2022 02 08 05 00 318  5.7  7.0 99.00 99.00 99.00 999 1026.6 999.0  12.1 999.0 99.0 99.00 
2022 02 08 05 10 321  5.4  6.6 99.00 99.00 99.00 999 1026.7 999.0  12.1 999.0 99.0 99.00 
2022 02 08 05 20 325  5.7  6.9 99.00 99.00 99.00 999 1026.7 999.0  12.1 999.0 99.0 99.00 
