#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2022 01 01 04 30 334 10.5 12.8 99.00 99.00 99.00 999 1016.0 999.0  11.8 999.0 99.0 99.00 
2022 01 01 04 40 333 10.2 12.6  2.52  7.69  6.15 302 1016.1 999.0  11.8 999.0 99.0 99.00 
2022 01 01 04 50 331  9.9 12.6 99.00 99.00 99.00 999 1016.2 999.0  11.8 999.0 99.0 99.00 
2022 01 01 05 00 333 10.1 12.6 99.00 99.00 99.00 999 1016.2 999.0  11.8 999.0 99.0 99.00 
2022 01 01 05 10 334 10.8 13.7 99.00 99.00 99.00 999 1016.5 999.0  11.8 999.0 99.0 99.00 
2022 01 01 05 20 340 10.6 12.8 99.00 99.00 99.00 999 1016.7 999.0  11.8 999.0 99.0 99.00 
2022 01 01 05 30 337 10.6 12.8 99.00 99.00 99.00 999 1016.8 999.0  11.8 999.0 99.0 99.00 
2022 01 01 05 40 331 10.8 13.7  2.33  7.14  5.85 308 1016.7 999.0  11.8 999.0 99.0 99.00 
2022 01 01 05 50 335 10.4 13.1 99.00 99.00 99.00 999 1016.9 999.0  11.8 999.0 99.0 99.00 
2022 01 01 06 00 334 10.3 12.8 99.00 99.00 99.00 999 1017.0 999.0  11.7 999.0 99.0 99.00 
2022 01 01 06 10 331 10.1 12.3 99.00 99.00 99.00 999 1017.0 999.0  11.8 999.0 99.0 99.00 
2022 01 01 06 20 331 10.0 12.2 99.00 99.00 99.00 999 1017.3 999.0  11.7 999.0 99.0 99.00 
2022 01 01 06 30 333  9.8 12.2 99.00 99.00 99.00 999 1017.4 999.0  11.7 999.0 99.0 99.00 
2022 01 01 06 40 339 10.0 12.2  2.15  7.69  5.85 313 1017.7 999.0  11.7 999.0 99.0 99.00 
2022 01 01 06 50 338 10.0 12.1 99.00 99.00 99.00 999 1017.7 999.0  11.7 999.0 99.0 99.00 
2022 01 01 07 00 332 10.0 11.6 99.00 99.00 99.00 999 1017.8 999.0  11.7 999.0 99.0 99.00 
2022 01 01 07 10 332  9.5 12.4 99.00 99.00 99.00 999 1018.1 999.0  11.7 999.0 99.0 99.00 
2022 01 01 07 20 332  9.3 11.7 99.00 99.00 99.00 999 1018.1 999.0  11.7 999.0 99.0 99.00 
2022 01 01 07 30 333  9.7 12.0 99.00 99.00 99.00 999 1018.0 999.0  11.7 999.0 99.0 99.00 
2022 01 01 07 40 334  9.3 11.7  2.18  9.09  5.81 298 1018.1 999.0  11.7 999.0 99.0 99.00 
2022 01 01 07 50 334  9.0 11.0 99.00 99.00 99.00 999 1018.2 999.0  11.7 999.0 99.0 99.00 
2022 01 01 08 00 340  8.8 10.7 99.00 99.00 99.00 999 1018.0 999.0  11.7 999.0 99.0 99.00 
2022 01 01 08 10 332  8.3 10.3 99.00 99.00 99.00 999 1018.4 999.0  11.7 999.0 99.0 99.00 
2022 01 01 08 20 335  8.2 10.5 99.00 99.00 99.00 999 1018.3 999.0  11.7 999.0 99.0 99.00 
2022 01 01 08 30 335  7.9  9.9 99.00 99.00 99.00 999 1018.6 999.0  11.7 999.0 99.0 99.00 
2022 01 01 08 40 340  6.7  8.6  2.16  9.09  6.09 301 1018.5 999.0  11.7 999.0 99.0 99.00 
2022 01 01 08 50 340  6.9  8.2 99.00 99.00 99.00 999 1018.6 999.0  11.6 999.0 99.0 99.00 
2022 01 01 09 00 346  6.7  8.2 99.00 99.00 99.00 999 1018.7 999.0  11.6 999.0 99.0 99.00 
2022 01 01 09 10 346  6.8  9.0 99.00 99.00 99.00 999 1018.6 999.0  11.7 999.0 99.0 99.00 
2022 01 01 09 20 337  6.6  8.5 99.00 99.00 99.00 999 1018.9 999.0  11.7 999.0 99.0 99.00 
2022 01 01 09 30 336  7.2  8.9 99.00 99.00 99.00 999 1018.6 999.0  11.7 999.0 99.0 99.00 
2022 01 01 09 40 334  6.9  8.6  1.99 11.43  6.13 288 1019.0 999.0  11.6 999.0 99.0 99.00 
2022 01 01 09 50 331  6.9  8.3 99.00 99.00 99.00 999 1018.9 999.0  11.6 999.0 99.0 99.00 
2022 01 01 10 00 334  6.5  8.1 99.00 99.00 99.00 999 1019.0 999.0  11.6 999.0 99.0 99.00 
2022 01 01 10 10 337  6.4  7.8 99.00 99.00 99.00 999 1019.2 999.0  11.6 999.0 99.0 99.00 
2022 01 01 10 20 334  5.8  7.3 99.00 99.00 99.00 999 1019.2 999.0  11.7 999.0 99.0 99.00 
2022 01 01 10 30 340  5.7  7.2 99.00 99.00 99.00 999 1019.2 999.0  11.6 999.0 99.0 99.00 
2022 01 01 10 40 342  5.8  6.9  1.99  8.33  6.23 296 1019.3 999.0  11.6 999.0 99.0 99.00 
2022 01 01 10 50 342  5.2  6.5 99.00 99.00 99.00 999 1019.3 999.0  11.6 999.0 99.0 99.00 
2022 01 01 11 00 338  5.3  6.9 99.00 99.00 99.00 999 1019.4 999.0  11.6 999.0 99.0 99.00 
2022 01 01 11 10 342  5.0  6.3 99.00 99.00 99.00 999 1019.3 999.0  11.6 999.0 99.0 99.00 
2022 01 01 11 20 340  4.9  7.0 99.00 99.00 99.00 999 1019.4 999.0  11.6 999.0 99.0 99.00 
2022 01 01 11 30 345  5.3  6.4 99.00 99.00 99.00 999 1019.4 999.0  11.6 999.0 99.0 99.00 
2022 01 01 11 40 344  4.8  6.4  1.99  8.33  6.34 297 1019.5 999.0  11.6 999.0 99.0 99.00 
2022 01 01 11 50 342  5.2  6.3 99.00 99.00 99.00 999 1019.4 999.0  11.6 999.0 99.0 99.00 
2022 01 01 12 00 339  5.4  6.9 99.00 99.00 99.00 999 1019.5 999.0  11.6 999.0 99.0 99.00 
2022 01 01 12 10 339  5.4  6.9 99.00 99.00 99.00 999 1019.5 999.0  11.6 999.0 99.0 99.00 
2022 01 01 12 20 346  5.0  6.3 99.00 99.00 99.00 999 1019.7 999.0  11.6 999.0 99.0 99.00 
2022 01 01 12 30 344  4.7  6.1 99.00 99.00 99.00 999 1019.8 999.0  11.6 999.0 99.0 99.00 
2022 01 01 12 40 338  4.3  5.5  1.99  8.33  6.34 297 1019.8 999.0  11.6 999.0 99.0 99.00 
2022 01 01 12 50 342  3.8  5.1 99.00 99.00 99.00 999 1020.0 999.0  11.6 999.0 99.0 99.00 
2022 01 01 13 00 339  3.9  5.0 99.00 99.00 99.00 999 1020.0 999.0  11.6 999.0 99.0 99.00 
2022 01 01 13 10 336  4.0  5.5 99.00 99.00 99.00 999 1020.3 999.0  11.6 999.0 99.0 99.00 
2022 01 01 13 20 336  4.1  5.6 99.00 99.00 99.00 999 1020.4 999.0  11.6 999.0 99.0 99.00 
2022 01 01 13 30 339  4.1  5.6 99.00 99.00 99.00 999 1020.5 999.0  11.6 999.0 99.0 99.00 
2022 01 01 13 40 338  3.8  5.4  1.73  8.33  6.23 305 1020.7 999.0  11.6 999.0 99.0 99.00 
2022 01 01 13 50 343  3.9  5.2 99.00 99.00 99.00 999 1020.9 999.0  11.6 999.0 99.0 99.00 
2022 01 01 14 00 346  3.9  5.1 99.00 99.00 99.00 999 1021.1 999.0  11.7 999.0 99.0 99.00 
2022 01 01 14 10 352  3.9  5.3 99.00 99.00 99.00 999 1021.2 999.0  11.6 999.0 99.0 99.00 
2022 01 01 14 20 357  3.9  5.0 99.00 99.00 99.00 999 1021.4 999.0  11.6 999.0 99.0 99.00 
2022 01 01 14 30  10  3.4  4.5 99.00 99.00 99.00 999 1021.5 999.0  11.6 999.0 99.0 99.00 
2022 01 01 14 40   8  3.3  4.8  1.69  7.14  6.32 301 1021.7 999.0  11.6 999.0 99.0 99.00 
2022 01 01 14 50 357  3.2  5.0 99.00 99.00 99.00 999 1021.8 999.0  11.6 999.0 99.0 99.00 
2022 01 01 15 00 347  3.1  4.2 99.00 99.00 99.00 999 1021.9 999.0  11.6 999.0 99.0 99.00 
2022 01 01 15 10 344  2.8  4.0 99.00 99.00 99.00 999 1022.0 999.0 999.0 999.0 99.0 99.00 
2022 01 01 15 20 341  3.1  4.4 99.00 99.00 99.00 999 1022.2 999.0  11.6 999.0 99.0 99.00 
2022 01 01 15 30 345  3.1  4.6 99.00 99.00 99.00 999 1022.3 999.0  11.6 999.0 99.0 99.00 
2022 01 01 15 40 342  3.3  4.6  1.77  7.69  6.50 299 1022.4 999.0  11.6 999.0 99.0 99.00 
2022 01 01 15 50 344  3.1  4.2 99.00 99.00 99.00 999 1022.5 999.0  11.6 999.0 99.0 99.00 
2022 01 01 16 00 349  2.9  4.0 99.00 99.00 99.00 999 1022.7 999.0  11.6 999.0 99.0 99.00 
2022 01 01 16 10 342  2.7  3.7 99.00 99.00 99.00 999 1022.8 999.0  11.6 999.0 99.0 99.00 
2022 01 01 16 20 354  2.6  3.7 99.00 99.00 99.00 999 1022.9 999.0  11.6 999.0 99.0 99.00 
2022 01 01 16 30 357  2.2  3.1 99.00 99.00 99.00 999 1023.1 999.0  11.6 999.0 99.0 99.00 
2022 01 01 16 40 347  2.3  3.3  1.58  8.33  6.45 303 1023.1 999.0  11.6 999.0 99.0 99.00 
2022 01 01 16 50 345  2.4  3.8 99.00 99.00 99.00 999 1023.3 999.0  11.6 999.0 99.0 99.00 
2022 01 01 17 00 347  2.3  3.3 99.00 99.00 99.00 999 1023.4 999.0  11.6 999.0 99.0 99.00 
2022 01 01 17 10 353  1.8  2.8 99.00 99.00 99.00 999 1023.6 999.0  11.6 999.0 99.0 99.00 
2022 01 01 17 20 351  1.0  2.5 99.00 99.00 99.00 999 1023.8 999.0  11.6 999.0 99.0 99.00 
2022 01 01 17 30 164  2.0  3.5 99.00 99.00 99.00 999 1023.9 999.0  11.6 999.0 99.0 99.00 
2022 01 01 17 40 152  1.5  3.0  1.68  7.69  6.51 301 1024.1 999.0  11.6 999.0 99.0 99.00 
2022 01 01 17 50 177  1.6  2.9 99.00 99.00 99.00 999 1024.2 999.0  11.6 999.0 99.0 99.00 
2022 01 01 18 00 139  2.3  4.1 99.00 99.00 99.00 999 1024.3 999.0  11.5 999.0 99.0 99.00 
2022 01 01 18 10 143  3.3  5.6 99.00 99.00 99.00 999 1024.4 999.0  11.6 999.0 99.0 99.00 
2022 01 01 18 20 131  4.0  6.3 99.00 99.00 99.00 999 1024.4 999.0  11.6 999.0 99.0 99.00 
2022 01 01 18 30 138  3.6  5.2 99.00 99.00 99.00 999 1024.5 999.0  11.6 999.0 99.0 99.00 
2022 01 01 18 40 131  3.6  5.1  1.60 10.81  6.39 308 1024.6 999.0  11.6 999.0 99.0 99.00 
2022 01 01 18 50 118  3.1  5.2 99.00 99.00 99.00 999 1024.5 999.0  11.6 999.0 99.0 99.00 
2022 01 01 19 00  98  3.2  4.7 99.00 99.00 99.00 999 1024.4 999.0  11.6 999.0 99.0 99.00 
2022 01 01 19 10  95  3.2  4.7 99.00 99.00 99.00 999 1024.3 999.0  11.6 999.0 99.0 99.00 
2022 01 01 19 20 100  2.8  4.2 99.00 99.00 99.00 999 1024.3 999.0  11.6 999.0 99.0 99.00 
2022 01 01 19 30  98  2.6  4.0 99.00 99.00 99.00 999 1024.2 999.0  11.6 999.0 99.0 99.00 
2022 01 01 19 40  90  2.3  4.3  1.60 10.81  6.52 288 1024.1 999.0  11.6 999.0 99.0 99.00 
2022 01 01 19 50 101  1.9  3.7 99.00 99.00 99.00 999 1024.0 999.0  11.7 999.0 99.0 99.00 
2022 01 01 20 00  92  2.2  3.9 99.00 99.00 99.00 999 1023.9 999.0  11.7 999.0 99.0 99.00 
2022 01 01 20 10  87  2.9  4.4 99.00 99.00 99.00 999 1023.7 999.0  11.7 999.0 99.0 99.00 
2022 01 01 20 20  92  2.2  4.3 99.00 99.00 99.00 999 1023.4 999.0  11.7 999.0 99.0 99.00 
2022 01 01 20 30  80  2.2  3.8 99.00 99.00 99.00 999 1023.2 999.0  11.7 999.0 99.0 99.00 
2022 01 01 20 40  85  1.9  3.4  1.53 10.00  6.56 300 1023.1 999.0  11.7 999.0 99.0 99.00 
2022 01 01 20 50  96  1.6  3.4 99.00 99.00 99.00 999 1023.1 999.0  11.7 999.0 99.0 99.00 
2022 01 01 21 00  94  1.1  2.1 99.00 99.00 99.00 999 1023.1 999.0  11.7 999.0 99.0 99.00 
2022 01 01 21 10  92  1.3  2.5 99.00 99.00 99.00 999 1023.0 999.0  11.7 999.0 99.0 99.00 
2022 01 01 21 20  60  0.8  2.3 99.00 99.00 99.00 999 1023.1 999.0  11.7 999.0 99.0 99.00 
2022 01 01 21 30  92  0.6  1.5 99.00 99.00 99.00 999 1023.1 999.0  11.7 999.0 99.0 99.00 
2022 01 01 21 40  67  0.2  0.8  1.55  7.14  6.54 303 1023.2 999.0  11.7 999.0 99.0 99.00 
2022 01 01 21 50 349  0.5  1.1 99.00 99.00 99.00 999 1023.2 999.0  11.7 999.0 99.0 99.00 
2022 01 01 22 00 336  0.4  1.4 99.00 99.00 99.00 999 1023.2 999.0  11.7 999.0 99.0 99.00 
2022 01 01 22 10 355  0.2  1.4 99.00 99.00 99.00 999 1023.3 999.0  11.7 999.0 99.0 99.00 
2022 01 01 22 20  80  0.2  0.8 99.00 99.00 99.00 999 1023.4 999.0  11.8 999.0 99.0 99.00 
2022 01 01 22 30  83  0.1  0.8 99.00 99.00 99.00 999 1023.4 999.0  11.8 999.0 99.0 99.00 
2022 01 01 22 40 336  0.2  1.2  1.54 11.43  6.59 309 1023.5 999.0  11.8 999.0 99.0 99.00 
2022 01 01 22 50 292  0.1  0.6 99.00 99.00 99.00 999 1023.6 999.0  11.8 999.0 99.0 99.00 
2022 01 01 23 00 210  0.2  0.9 99.00 99.00 99.00 999 1023.6 999.0  11.8 999.0 99.0 99.00 
2022 01 01 23 10 275  0.2  1.0 99.00 99.00 99.00 999 1023.7 999.0  11.8 999.0 99.0 99.00 
2022 01 01 23 20  68  0.2  0.9 99.00 99.00 99.00 999 1023.7 999.0  11.8 999.0 99.0 99.00 
2022 01 01 23 30  57  0.1  0.9 99.00 99.00 99.00 999 1023.7 999.0  11.8 999.0 99.0 99.00 
2022 01 01 23 40 319  0.4  1.3  1.56  8.33  6.78 300 1023.6 999.0  11.8 999.0 99.0 99.00 
2022 01 01 23 50 303  0.2  0.8 99.00 99.00 99.00 999 1023.6 999.0  11.8 999.0 99.0 99.00 
2022 01 02 00 00 281  0.7  1.6 99.00 99.00 99.00 999 1023.6 999.0  11.8 999.0 99.0 99.00 
2022 01 02 00 10 303  0.9  2.0 99.00 99.00 99.00 999 1023.6 999.0  11.8 999.0 99.0 99.00 
2022 01 02 00 20 300  1.0  2.2 99.00 99.00 99.00 999 1023.7 999.0  11.8 999.0 99.0 99.00 
2022 01 02 00 30 293  1.6  2.5 99.00 99.00 99.00 999 1023.7 999.0  11.8 999.0 99.0 99.00 
2022 01 02 00 40 291  2.3  3.3  1.40 13.79  6.41 285 1023.7 999.0  11.8 999.0 99.0 99.00 
2022 01 02 00 50 290  1.9  3.0 99.00 99.00 99.00 999 1023.7 999.0  11.7 999.0 99.0 99.00 
2022 01 02 01 00 293  2.0  2.9 99.00 99.00 99.00 999 1023.8 999.0  11.7 999.0 99.0 99.00 
2022 01 02 01 10 299  2.1  3.0 99.00 99.00 99.00 999 1023.8 999.0  11.7 999.0 99.0 99.00 
2022 01 02 01 20 306  2.0  3.5 99.00 99.00 99.00 999 1023.8 999.0  11.7 999.0 99.0 99.00 
2022 01 02 01 30 302  1.9  3.0 99.00 99.00 99.00 999 1023.8 999.0  11.7 999.0 99.0 99.00 
2022 01 02 01 40 306  2.0  3.3  1.36 10.00  6.66 307 1023.7 999.0  11.7 999.0 99.0 99.00 
2022 01 02 01 50 287  1.6  2.5 99.00 99.00 99.00 999 1023.8 999.0 999.0 999.0 99.0 99.00 
2022 01 02 02 00 296  1.9  3.0 99.00 99.00 99.00 999 1023.9 999.0  11.7 999.0 99.0 99.00 
2022 01 02 02 10 299  1.9  2.9 99.00 99.00 99.00 999 1023.9 999.0  11.7 999.0 99.0 99.00 
2022 01 02 02 20 299  1.8  2.8 99.00 99.00 99.00 999 1024.1 999.0  11.7 999.0 99.0 99.00 
2022 01 02 02 30 298  1.9  3.0 99.00 99.00 99.00 999 1024.1 999.0  11.7 999.0 99.0 99.00 
2022 01 02 02 40 309  2.1  3.0  1.49 13.79  7.27 296 1024.3 999.0  11.7 999.0 99.0 99.00 
2022 01 02 02 50 312  1.7  2.9 99.00 99.00 99.00 999 1024.3 999.0  11.7 999.0 99.0 99.00 
2022 01 02 03 00 289  1.6  2.8 99.00 99.00 99.00 999 1024.3 999.0  11.7 999.0 99.0 99.00 
2022 01 02 03 10 299  1.4  2.3 99.00 99.00 99.00 999 1024.4 999.0  11.7 999.0 99.0 99.00 
2022 01 02 03 20 319  1.8  2.8 99.00 99.00 99.00 999 1024.3 999.0  11.7 999.0 99.0 99.00 
2022 01 02 03 30 310  1.9  2.8 99.00 99.00 99.00 999 1024.5 999.0  11.7 999.0 99.0 99.00 
2022 01 02 03 40 306  1.6  2.8  1.43 13.79  7.20 286 1024.6 999.0  11.7 999.0 99.0 99.00 
2022 01 02 03 50 311  1.1  2.2 99.00 99.00 99.00 999 1024.7 999.0  11.7 999.0 99.0 99.00 
2022 01 02 04 00 299  1.1  1.9 99.00 99.00 99.00 999 1024.8 999.0  11.7 999.0 99.0 99.00 
2022 01 02 04 10 311  0.9  2.0 99.00 99.00 99.00 999 1024.9 999.0  11.7 999.0 99.0 99.00 
2022 01 02 04 20 319  0.5  1.6 99.00 99.00 99.00 999 1025.1 999.0  11.7 999.0 99.0 99.00 
2022 01 02 04 30 347  0.8  1.5 99.00 99.00 99.00 999 1025.1 999.0  11.7 999.0 99.0 99.00 
2022 01 02 04 40 358  0.9  1.9  1.45 14.81  7.41 289 1025.2 999.0  11.7 999.0 99.0 99.00 
2022 01 02 04 50 360  0.8  1.5 99.00 99.00 99.00 999 1025.3 999.0  11.7 999.0 99.0 99.00 
2022 01 02 05 00  10  1.1  1.8 99.00 99.00 99.00 999 1025.3 999.0  11.7 999.0 99.0 99.00 
2022 01 02 05 10   1  1.4  2.2 99.00 99.00 99.00 999 1025.4 999.0  11.7 999.0 99.0 99.00 
2022 01 02 05 20 360  1.5  2.3 99.00 99.00 99.00 999 1025.4 999.0  11.7 999.0 99.0 99.00 
2022 01 02 05 30  16  1.5  2.3 99.00 99.00 99.00 999 1025.4 999.0  11.6 999.0 99.0 99.00 
2022 01 02 05 40  15  1.4  2.1  1.43  7.69  7.10 301 1025.4 999.0  11.6 999.0 99.0 99.00 
2022 01 02 05 50  27  1.7  2.5 99.00 99.00 99.00 999 1025.5 999.0  11.6 999.0 99.0 99.00 
2022 01 02 06 00  31  1.6  2.4 99.00 99.00 99.00 999 1025.6 999.0  11.6 999.0 99.0 99.00 
2022 01 02 06 10  54  2.2  3.4 99.00 99.00 99.00 999 1025.5 999.0  11.6 999.0 99.0 99.00 
2022 01 02 06 20  59  2.4  3.3 99.00 99.00 99.00 999 1025.5 999.0  11.6 999.0 99.0 99.00 
2022 01 02 06 30  65  3.2  4.6 99.00 99.00 99.00 999 1025.7 999.0  11.6 999.0 99.0 99.00 
2022 01 02 06 40  68  3.2  4.2  1.38 13.79  7.55 305 1025.8 999.0  11.6 999.0 99.0 99.00 
2022 01 02 06 50  69  3.4  4.7 99.00 99.00 99.00 999 1025.8 999.0  11.6 999.0 99.0 99.00 
2022 01 02 07 00  67  3.6  4.5 99.00 99.00 99.00 999 1025.7 999.0  11.6 999.0 99.0 99.00 
2022 01 02 07 10  70  3.6  4.9 99.00 99.00 99.00 999 1025.7 999.0  11.6 999.0 99.0 99.00 
2022 01 02 07 20  75  3.5  4.6 99.00 99.00 99.00 999 1025.7 999.0  11.6 999.0 99.0 99.00 
2022 01 02 07 30  80  3.8  4.9 99.00 99.00 99.00 999 1025.7 999.0  11.6 999.0 99.0 99.00 
2022 01 02 07 40  75  4.4  5.8  1.37 13.79  7.34 282 1025.6 999.0  11.6 999.0 99.0 99.00 
2022 01 02 07 50  72  4.3  5.6 99.00 99.00 99.00 999 1025.6 999.0  11.6 999.0 99.0 99.00 
2022 01 02 08 00  75  4.4  5.8 99.00 99.00 99.00 999 1025.6 999.0  11.6 999.0 99.0 99.00 
2022 01 02 08 10  76  4.9  6.3 99.00 99.00 99.00 999 1025.5 999.0  11.6 999.0 99.0 99.00 
2022 01 02 08 20  75  5.5  7.0 99.00 99.00 99.00 999 1025.4 999.0  11.6 999.0 99.0 99.00 
2022 01 02 08 30  80  6.1  7.5 99.00 99.00 99.00 999 1025.5 999.0  11.6 999.0 99.0 99.00 
2022 01 02 08 40  81  6.2  7.7  1.45 12.90  6.97 310 1025.4 999.0  11.6 999.0 99.0 99.00 
2022 01 02 08 50  88  5.8  7.5 99.00 99.00 99.00 999 1025.3 999.0  11.6 999.0 99.0 99.00 
2022 01 02 09 00  91  5.6  7.2 99.00 99.00 99.00 999 1025.3 999.0  11.6 999.0 99.0 99.00 
2022 01 02 09 10  89  5.8  7.4 99.00 99.00 99.00 999 1025.3 999.0  11.6 999.0 99.0 99.00 
2022 01 02 09 20  84  6.3  7.5 99.00 99.00 99.00 999 1025.3 999.0  11.6 999.0 99.0 99.00 
2022 01 02 09 30  91  6.3  8.3 99.00 99.00 99.00 999 1025.4 999.0  11.6 999.0 99.0 99.00 
2022 01 02 09 40  91  6.6  8.2  1.36 12.90  6.18 289 1025.3 999.0  11.6 999.0 99.0 99.00 
2022 01 02 09 50  89  6.8  8.6 99.00 99.00 99.00 999 1025.3 999.0  11.6 999.0 99.0 99.00 
2022 01 02 10 00  87  7.0  8.5 99.00 99.00 99.00 999 1025.3 999.0  11.6 999.0 99.0 99.00 
2022 01 02 10 10  89  6.9  8.7 99.00 99.00 99.00 999 1025.4 999.0  11.6 999.0 99.0 99.00 
2022 01 02 10 20  89  6.9  8.4 99.00 99.00 99.00 999 1025.4 999.0  11.6 999.0 99.0 99.00 
2022 01 02 10 30  89  7.0  8.4 99.00 99.00 99.00 999 1025.3 999.0  11.6 999.0 99.0 99.00 
2022 01 02 10 40  93  7.0  8.6  1.43  9.09  6.03 293 1025.3 999.0  11.6 999.0 99.0 99.00 
2022 01 02 10 50  90  6.9  8.7 99.00 99.00 99.00 999 1025.4 999.0  11.6 999.0 99.0 99.00 
2022 01 02 11 00  81  7.3  8.9 99.00 99.00 99.00 999 1025.4 999.0  11.6 999.0 99.0 99.00 
2022 01 02 11 10  93  7.5  9.1 99.00 99.00 99.00 999 1025.4 999.0  11.6 999.0 99.0 99.00 
2022 01 02 11 20  97  7.4  9.4 99.00 99.00 99.00 999 1025.3 999.0  11.5 999.0 99.0 99.00 
2022 01 02 11 30  94  7.3  9.3 99.00 99.00 99.00 999 1025.2 999.0  11.5 999.0 99.0 99.00 
2022 01 02 11 40 100  7.8  9.4  1.32 10.00  5.63 296 1025.2 999.0  11.5 999.0 99.0 99.00 
2022 01 02 11 50 100  7.5  9.8 99.00 99.00 99.00 999 1025.1 999.0  11.5 999.0 99.0 99.00 
2022 01 02 12 00  99  7.8  9.4 99.00 99.00 99.00 999 1024.9 999.0  11.5 999.0 99.0 99.00 
2022 01 02 12 10  97  7.8  9.9 99.00 99.00 99.00 999 1024.8 999.0  11.5 999.0 99.0 99.00 
2022 01 02 12 20 101  7.6  9.4 99.00 99.00 99.00 999 1024.8 999.0  11.5 999.0 99.0 99.00 
2022 01 02 12 30  98  7.5  8.9 99.00 99.00 99.00 999 1024.7 999.0  11.5 999.0 99.0 99.00 
2022 01 02 12 40  87  7.2  8.9  1.46 10.00  5.83 303 1024.9 999.0  11.5 999.0 99.0 99.00 
2022 01 02 12 50  85  7.1  8.6 99.00 99.00 99.00 999 1025.0 999.0  11.5 999.0 99.0 99.00 
2022 01 02 13 00  87  7.0  8.4 99.00 99.00 99.00 999 1025.1 999.0  11.5 999.0 99.0 99.00 
2022 01 02 13 10  92  7.0  8.5 99.00 99.00 99.00 999 1025.2 999.0  11.5 999.0 99.0 99.00 
2022 01 02 13 20  91  7.1  8.5 99.00 99.00 99.00 999 1025.2 999.0  11.5 999.0 99.0 99.00 
