#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2022 07 01 08 40 301  6.9  9.2  2.01  7.14  5.73 303 1017.3 999.0  10.3 999.0 99.0 99.00 
2022 07 01 08 50 302  7.1  9.3 99.00 99.00 99.00 999 1017.3 999.0  10.3 999.0 99.0 99.00 
2022 07 01 09 00 300  6.9 10.0 99.00 99.00 99.00 999 1017.3 999.0  10.3 999.0 99.0 99.00 
2022 07 01 09 10 301  6.8  8.8 99.00 99.00 99.00 999 1017.3 999.0  10.3 999.0 99.0 99.00 
2022 07 01 09 20 298  6.4  8.4 99.00 99.00 99.00 999 1017.1 999.0  10.3 999.0 99.0 99.00 
2022 07 01 09 30 297  6.7  8.2 99.00 99.00 99.00 999 1017.1 999.0  10.2 999.0 99.0 99.00 
2022 07 01 09 40 300  6.8  8.6  1.93  6.67  5.67 302 1017.1 999.0  10.2 999.0 99.0 99.00 
2022 07 01 09 50 298  6.4  8.4 99.00 99.00 99.00 999 1017.1 999.0  10.2 999.0 99.0 99.00 
2022 07 01 10 00 300  6.2  8.9 99.00 99.00 99.00 999 1017.1 999.0  10.2 999.0 99.0 99.00 
2022 07 01 10 10 301  6.4  8.6 99.00 99.00 99.00 999 1017.1 999.0  10.2 999.0 99.0 99.00 
2022 07 01 10 20 302  6.4  8.9 99.00 99.00 99.00 999 1017.2 999.0  10.2 999.0 99.0 99.00 
2022 07 01 10 30 303  6.6  8.8 99.00 99.00 99.00 999 1017.2 999.0  10.2 999.0 99.0 99.00 
2022 07 01 10 40 304  6.5  8.6  1.86  7.14  5.82 301 1017.1 999.0  10.2 999.0 99.0 99.00 
2022 07 01 10 50 305  6.1  8.1 99.00 99.00 99.00 999 1017.2 999.0  10.2 999.0 99.0 99.00 
2022 07 01 11 00 307  5.5  7.7 99.00 99.00 99.00 999 1017.2 999.0  10.3 999.0 99.0 99.00 
2022 07 01 11 10 311  6.3  7.9 99.00 99.00 99.00 999 1017.2 999.0  10.3 999.0 99.0 99.00 
2022 07 01 11 20 309  5.5  7.5 99.00 99.00 99.00 999 1017.3 999.0  10.4 999.0 99.0 99.00 
2022 07 01 11 30 305  5.0  7.3 99.00 99.00 99.00 999 1017.3 999.0  10.4 999.0 99.0 99.00 
2022 07 01 11 40 303  5.6  7.7  1.82  8.33  5.94 303 1017.3 999.0  10.4 999.0 99.0 99.00 
2022 07 01 11 50 304  5.5  7.2 99.00 99.00 99.00 999 1017.3 999.0  10.4 999.0 99.0 99.00 
2022 07 01 12 00 301  5.1  6.9 99.00 99.00 99.00 999 1017.3 999.0  10.4 999.0 99.0 99.00 
2022 07 01 12 10 305  6.1  8.0 99.00 99.00 99.00 999 1017.2 999.0  10.4 999.0 99.0 99.00 
2022 07 01 12 20 307  6.3  8.6 99.00 99.00 99.00 999 1017.3 999.0  10.4 999.0 99.0 99.00 
2022 07 01 12 30 307  6.1  7.8 99.00 99.00 99.00 999 1017.3 999.0  10.4 999.0 99.0 99.00 
2022 07 01 12 40 309  6.9  9.6  1.81  8.33  6.00 301 1017.4 999.0  10.4 999.0 99.0 99.00 
2022 07 01 12 50 309  6.9  9.7 99.00 99.00 99.00 999 1017.5 999.0  10.3 999.0 99.0 99.00 
2022 07 01 13 00 308  6.0  8.0 99.00 99.00 99.00 999 1017.5 999.0  10.3 999.0 99.0 99.00 
2022 07 01 13 10 306  7.0  9.4 99.00 99.00 99.00 999 1017.4 999.0  10.3 999.0 99.0 99.00 
2022 07 01 13 20 311  7.3  9.9 99.00 99.00 99.00 999 1017.3 999.0  10.2 999.0 99.0 99.00 
2022 07 01 13 30 311  6.9  9.4 99.00 99.00 99.00 999 1017.5 999.0  10.2 999.0 99.0 99.00 
2022 07 01 13 40 313  7.6  9.7  1.99  9.09  6.07 304 1017.5 999.0  10.2 999.0 99.0 99.00 
2022 07 01 13 50 318  6.5  9.4 99.00 99.00 99.00 999 1017.6 999.0  10.2 999.0 99.0 99.00 
2022 07 01 14 00 318  6.1  8.1 99.00 99.00 99.00 999 1017.6 999.0  10.1 999.0 99.0 99.00 
2022 07 01 14 10 310  5.8  8.1 99.00 99.00 99.00 999 1017.6 999.0  10.1 999.0 99.0 99.00 
2022 07 01 14 20 315  6.8  8.6 99.00 99.00 99.00 999 1017.6 999.0  10.1 999.0 99.0 99.00 
2022 07 01 14 30 313  7.6  9.9 99.00 99.00 99.00 999 1017.7 999.0  10.1 999.0 99.0 99.00 
2022 07 01 14 40 313  7.0  8.6  1.76  8.33  5.60 306 1017.8 999.0  10.0 999.0 99.0 99.00 
2022 07 01 14 50 314  6.7  8.4 99.00 99.00 99.00 999 1017.9 999.0  10.0 999.0 99.0 99.00 
2022 07 01 15 00 312  6.5  8.4 99.00 99.00 99.00 999 1018.0 999.0  10.0 999.0 99.0 99.00 
2022 07 01 15 10 308  6.2  8.6 99.00 99.00 99.00 999 1018.0 999.0  10.0 999.0 99.0 99.00 
2022 07 01 15 20 311  5.7  7.9 99.00 99.00 99.00 999 1018.1 999.0  10.0 999.0 99.0 99.00 
2022 07 01 15 30 310  6.4  8.3 99.00 99.00 99.00 999 1018.2 999.0  10.0 999.0 99.0 99.00 
2022 07 01 15 40 307  5.6  7.2  1.77  9.09  5.97 303 1018.3 999.0  10.0 999.0 99.0 99.00 
2022 07 01 15 50 305  5.0  7.1 99.00 99.00 99.00 999 1018.3 999.0  10.0 999.0 99.0 99.00 
2022 07 01 16 00 306  4.8  6.5 99.00 99.00 99.00 999 1018.4 999.0  10.0 999.0 99.0 99.00 
2022 07 01 16 10 305  5.4  6.7 99.00 99.00 99.00 999 1018.3 999.0  10.0 999.0 99.0 99.00 
2022 07 01 16 20 304  5.1  6.3 99.00 99.00 99.00 999 1018.3 999.0  10.0 999.0 99.0 99.00 
2022 07 01 16 30 300  5.1  7.0 99.00 99.00 99.00 999 1018.3 999.0  10.0 999.0 99.0 99.00 
2022 07 01 16 40 304  4.9  6.6  1.75  8.33  6.20 302 1018.4 999.0  10.0 999.0 99.0 99.00 
2022 07 01 16 50 309  5.2  7.8 99.00 99.00 99.00 999 1018.4 999.0  10.0 999.0 99.0 99.00 
2022 07 01 17 00 308  5.3  7.4 99.00 99.00 99.00 999 1018.4 999.0  10.0 999.0 99.0 99.00 
2022 07 01 17 10 307  5.1  7.4 99.00 99.00 99.00 999 1018.4 999.0  10.0 999.0 99.0 99.00 
2022 07 01 17 20 305  5.8  7.5 99.00 99.00 99.00 999 1018.3 999.0  10.0 999.0 99.0 99.00 
2022 07 01 17 30 308  5.0  6.3 99.00 99.00 99.00 999 1018.4 999.0  10.0 999.0 99.0 99.00 
2022 07 01 17 40 306  4.4  6.0  1.74  8.33  5.89 307 1018.4 999.0  10.1 999.0 99.0 99.00 
2022 07 01 17 50 305  4.1  5.5 99.00 99.00 99.00 999 1018.5 999.0  10.1 999.0 99.0 99.00 
2022 07 01 18 00 308  5.6  7.9 99.00 99.00 99.00 999 1018.5 999.0  10.1 999.0 99.0 99.00 
2022 07 01 18 10 306  4.8  6.7 99.00 99.00 99.00 999 1018.5 999.0  10.2 999.0 99.0 99.00 
2022 07 01 18 20 303  4.9  7.0 99.00 99.00 99.00 999 1018.5 999.0  10.2 999.0 99.0 99.00 
2022 07 01 18 30 301  4.7  6.4 99.00 99.00 99.00 999 1018.4 999.0  10.2 999.0 99.0 99.00 
2022 07 01 18 40 301  5.1  7.1  1.72  7.69  6.06 308 1018.4 999.0  10.2 999.0 99.0 99.00 
2022 07 01 18 50 304  4.3  5.6 99.00 99.00 99.00 999 1018.4 999.0  10.2 999.0 99.0 99.00 
2022 07 01 19 00 300  4.9  6.0 99.00 99.00 99.00 999 1018.4 999.0  10.2 999.0 99.0 99.00 
2022 07 01 19 10 302  4.9  6.4 99.00 99.00 99.00 999 1018.4 999.0  10.2 999.0 99.0 99.00 
2022 07 01 19 20 302  5.4  7.0 99.00 99.00 99.00 999 1018.4 999.0  10.2 999.0 99.0 99.00 
2022 07 01 19 30 300  5.6  7.8 99.00 99.00 99.00 999 1018.4 999.0  10.2 999.0 99.0 99.00 
2022 07 01 19 40 304  6.0  7.7  1.55  8.33  6.05 294 1018.4 999.0  10.3 999.0 99.0 99.00 
2022 07 01 19 50 307  6.3  8.1 99.00 99.00 99.00 999 1018.2 999.0  10.3 999.0 99.0 99.00 
2022 07 01 20 00 306  5.9  7.9 99.00 99.00 99.00 999 1018.2 999.0  10.3 999.0 99.0 99.00 
2022 07 01 20 10 304  6.0  8.1 99.00 99.00 99.00 999 1018.1 999.0  10.2 999.0 99.0 99.00 
2022 07 01 20 20 306  5.3  7.8 99.00 99.00 99.00 999 1018.1 999.0  10.3 999.0 99.0 99.00 
2022 07 01 20 30 303  5.5  7.2 99.00 99.00 99.00 999 1018.1 999.0  10.2 999.0 99.0 99.00 
2022 07 01 20 40 301  5.3  6.9  1.68  7.69  6.03 308 1018.1 999.0  10.3 999.0 99.0 99.00 
2022 07 01 20 50 294  4.7  6.3 99.00 99.00 99.00 999 1018.0 999.0  10.3 999.0 99.0 99.00 
2022 07 01 21 00 283  4.1  5.1 99.00 99.00 99.00 999 1017.9 999.0  10.3 999.0 99.0 99.00 
2022 07 01 21 10 283  4.2  5.3 99.00 99.00 99.00 999 1017.9 999.0  10.3 999.0 99.0 99.00 
2022 07 01 21 20 283  4.3  5.6 99.00 99.00 99.00 999 1017.8 999.0  10.3 999.0 99.0 99.00 
2022 07 01 21 30 281  4.5  5.5 99.00 99.00 99.00 999 1017.9 999.0  10.3 999.0 99.0 99.00 
2022 07 01 21 40 277  4.4  5.4  1.56  8.33  6.07 303 1017.9 999.0  10.3 999.0 99.0 99.00 
2022 07 01 21 50 283  5.1  6.9 99.00 99.00 99.00 999 1017.8 999.0  10.3 999.0 99.0 99.00 
2022 07 01 22 00 292  5.2  6.4 99.00 99.00 99.00 999 1017.8 999.0  10.3 999.0 99.0 99.00 
2022 07 01 22 10 293  5.1  6.7 99.00 99.00 99.00 999 1017.6 999.0  10.3 999.0 99.0 99.00 
2022 07 01 22 20 295  4.9  5.9 99.00 99.00 99.00 999 1017.6 999.0  10.3 999.0 99.0 99.00 
2022 07 01 22 30 293  4.8  6.5 99.00 99.00 99.00 999 1017.5 999.0  10.4 999.0 99.0 99.00 
2022 07 01 22 40 296  5.3  6.7  1.61  7.69  6.01 300 1017.4 999.0  10.4 999.0 99.0 99.00 
2022 07 01 22 50 299  5.2  6.6 99.00 99.00 99.00 999 1017.4 999.0  10.4 999.0 99.0 99.00 
2022 07 01 23 00 300  5.6  6.9 99.00 99.00 99.00 999 1017.3 999.0  10.4 999.0 99.0 99.00 
2022 07 01 23 10 298  5.0  6.4 99.00 99.00 99.00 999 1017.3 999.0  10.4 999.0 99.0 99.00 
2022 07 01 23 20 292  5.2  6.9 99.00 99.00 99.00 999 1017.2 999.0  10.4 999.0 99.0 99.00 
2022 07 01 23 30 296  5.1  7.1 99.00 99.00 99.00 999 1017.2 999.0  10.3 999.0 99.0 99.00 
2022 07 01 23 40 299  5.6  7.1  1.61  7.69  5.96 305 1017.0 999.0  10.3 999.0 99.0 99.00 
2022 07 01 23 50 300  6.2  7.9 99.00 99.00 99.00 999 1017.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 00 00 300  6.1  7.5 99.00 99.00 99.00 999 1016.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 00 10 299  6.2  7.7 99.00 99.00 99.00 999 1016.8 999.0  10.3 999.0 99.0 99.00 
2022 07 02 00 20 298  6.3  7.8 99.00 99.00 99.00 999 1016.7 999.0  10.3 999.0 99.0 99.00 
2022 07 02 00 30 297  7.2  9.0 99.00 99.00 99.00 999 1016.6 999.0  10.3 999.0 99.0 99.00 
2022 07 02 00 40 300  7.0  9.4  1.62  8.33  5.51 298 1016.5 999.0  10.3 999.0 99.0 99.00 
2022 07 02 00 50 301  6.8  8.4 99.00 99.00 99.00 999 1016.5 999.0  10.3 999.0 99.0 99.00 
2022 07 02 01 00 302  6.6  8.0 99.00 99.00 99.00 999 1016.3 999.0  10.3 999.0 99.0 99.00 
2022 07 02 01 10 304  6.7  8.2 99.00 99.00 99.00 999 1016.2 999.0  10.3 999.0 99.0 99.00 
2022 07 02 01 20 305  7.0  9.1 99.00 99.00 99.00 999 1016.1 999.0  10.3 999.0 99.0 99.00 
2022 07 02 01 30 305  7.4 10.8 99.00 99.00 99.00 999 1016.2 999.0  10.3 999.0 99.0 99.00 
2022 07 02 01 40 306  7.7 10.2  1.58  7.69  5.60 299 1016.1 999.0  10.3 999.0 99.0 99.00 
2022 07 02 01 50 305  7.2  8.5 99.00 99.00 99.00 999 1016.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 02 00 303  8.1 10.7 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 02 10 307  7.2  8.7 99.00 99.00 99.00 999 1016.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 02 20 303  7.4  9.2 99.00 99.00 99.00 999 1016.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 02 30 302  7.2 10.1 99.00 99.00 99.00 999 1016.1 999.0  10.3 999.0 99.0 99.00 
2022 07 02 02 40 301  7.6  9.6  1.76 16.00  5.44 169 1016.1 999.0  10.3 999.0 99.0 99.00 
2022 07 02 02 50 302  7.7 10.7 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 03 00 304  7.5  9.5 99.00 99.00 99.00 999 1016.1 999.0  10.3 999.0 99.0 99.00 
2022 07 02 03 10 301  7.0 10.0 99.00 99.00 99.00 999 1016.1 999.0  10.3 999.0 99.0 99.00 
2022 07 02 03 20 301  7.6  9.8 99.00 99.00 99.00 999 1016.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 03 30 301  7.6  9.1 99.00 99.00 99.00 999 1016.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 03 40 301  7.8 10.5  1.69  7.69  5.27 302 1016.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 03 50 302  7.8 10.0 99.00 99.00 99.00 999 1016.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 04 00 301  7.2  9.1 99.00 99.00 99.00 999 1016.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 04 10 299  8.0 10.8 99.00 99.00 99.00 999 1016.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 04 20 298  7.6  9.5 99.00 99.00 99.00 999 1016.1 999.0  10.3 999.0 99.0 99.00 
2022 07 02 04 30 302  7.5  9.3 99.00 99.00 99.00 999 1016.1 999.0  10.3 999.0 99.0 99.00 
2022 07 02 04 40 300  8.2 10.5  1.62  6.67  5.13 302 1016.2 999.0  10.3 999.0 99.0 99.00 
2022 07 02 04 50 301  8.1 11.5 99.00 99.00 99.00 999 1016.3 999.0  10.3 999.0 99.0 99.00 
2022 07 02 05 00 302  7.9 10.2 99.00 99.00 99.00 999 1016.3 999.0  10.3 999.0 99.0 99.00 
2022 07 02 05 10 302  7.9 10.4 99.00 99.00 99.00 999 1016.3 999.0  10.3 999.0 99.0 99.00 
2022 07 02 05 20 302  8.0 10.3 99.00 99.00 99.00 999 1016.3 999.0  10.2 999.0 99.0 99.00 
2022 07 02 05 30 301  8.5 10.6 99.00 99.00 99.00 999 1016.3 999.0  10.3 999.0 99.0 99.00 
2022 07 02 05 40 302  8.5 11.0  1.85  7.14  5.17 301 1016.3 999.0  10.2 999.0 99.0 99.00 
2022 07 02 05 50 301  8.6 11.5 99.00 99.00 99.00 999 1016.3 999.0  10.2 999.0 99.0 99.00 
2022 07 02 06 00 300  8.5 10.5 99.00 99.00 99.00 999 1016.2 999.0  10.2 999.0 99.0 99.00 
2022 07 02 06 10 301  8.2 10.7 99.00 99.00 99.00 999 1016.2 999.0  10.2 999.0 99.0 99.00 
2022 07 02 06 20 301  7.8 10.8 99.00 99.00 99.00 999 1016.2 999.0  10.2 999.0 99.0 99.00 
2022 07 02 06 30 301  8.1 11.0 99.00 99.00 99.00 999 1016.1 999.0  10.2 999.0 99.0 99.00 
2022 07 02 06 40 301  7.9 10.1  1.88  7.14  5.45 304 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 06 50 301  8.1 10.3 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 07 00 300  8.0 10.2 99.00 99.00 99.00 999 1016.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 07 10 297  8.1 10.8 99.00 99.00 99.00 999 1016.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 07 20 297  8.1 10.5 99.00 99.00 99.00 999 1016.0 999.0  10.3 999.0 99.0 99.00 
2022 07 02 07 30 297  8.0 10.4 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 07 40 298  7.5  9.2  1.87  7.14  5.40 302 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 07 50 297  7.5  9.8 99.00 99.00 99.00 999 1015.8 999.0  10.3 999.0 99.0 99.00 
2022 07 02 08 00 299  8.2 10.7 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 08 10 296  7.6 10.2 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 08 20 299  7.6 10.1 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 08 30 298  6.9  8.8 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 08 40 300  6.5  8.4  1.92  8.33  5.52 301 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 08 50 300  6.8  8.5 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 09 00 299  7.0  9.0 99.00 99.00 99.00 999 1015.8 999.0  10.3 999.0 99.0 99.00 
2022 07 02 09 10 301  7.2  9.8 99.00 99.00 99.00 999 1015.8 999.0  10.3 999.0 99.0 99.00 
2022 07 02 09 20 300  7.1  9.1 99.00 99.00 99.00 999 1015.8 999.0  10.3 999.0 99.0 99.00 
2022 07 02 09 30 299  7.1  9.1 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 09 40 301  7.7 10.2  1.87  6.25  5.46 304 1015.8 999.0  10.4 999.0 99.0 99.00 
2022 07 02 09 50 298  7.3  9.3 99.00 99.00 99.00 999 1015.8 999.0  10.4 999.0 99.0 99.00 
2022 07 02 10 00 298  7.6  9.6 99.00 99.00 99.00 999 1015.8 999.0  10.4 999.0 99.0 99.00 
2022 07 02 10 10 297  7.1  9.3 99.00 99.00 99.00 999 1015.8 999.0  10.3 999.0 99.0 99.00 
2022 07 02 10 20 297  7.4  9.3 99.00 99.00 99.00 999 1015.8 999.0  10.4 999.0 99.0 99.00 
2022 07 02 10 30 298  8.0 10.7 99.00 99.00 99.00 999 1015.8 999.0  10.3 999.0 99.0 99.00 
2022 07 02 10 40 298  7.1  9.0  1.81 14.81  5.45 203 1015.8 999.0  10.3 999.0 99.0 99.00 
2022 07 02 10 50 299  7.4  9.5 99.00 99.00 99.00 999 1015.6 999.0  10.3 999.0 99.0 99.00 
2022 07 02 11 00 299  7.8 10.2 99.00 99.00 99.00 999 1015.5 999.0  10.3 999.0 99.0 99.00 
2022 07 02 11 10 302  8.1 11.2 99.00 99.00 99.00 999 1015.5 999.0  10.3 999.0 99.0 99.00 
2022 07 02 11 20 301  8.1 10.1 99.00 99.00 99.00 999 1015.4 999.0  10.3 999.0 99.0 99.00 
2022 07 02 11 30 301  7.5  9.1 99.00 99.00 99.00 999 1015.5 999.0  10.3 999.0 99.0 99.00 
2022 07 02 11 40 302  7.6  9.7  1.90  7.69  5.76 303 1015.4 999.0  10.3 999.0 99.0 99.00 
2022 07 02 11 50 300  7.7  9.9 99.00 99.00 99.00 999 1015.4 999.0  10.3 999.0 99.0 99.00 
2022 07 02 12 00 301  7.0  8.9 99.00 99.00 99.00 999 1015.4 999.0  10.3 999.0 99.0 99.00 
2022 07 02 12 10 297  6.8  8.4 99.00 99.00 99.00 999 1015.5 999.0  10.3 999.0 99.0 99.00 
2022 07 02 12 20 296  7.1 10.0 99.00 99.00 99.00 999 1015.4 999.0  10.3 999.0 99.0 99.00 
2022 07 02 12 30 294  6.8  8.9 99.00 99.00 99.00 999 1015.6 999.0  10.3 999.0 99.0 99.00 
2022 07 02 12 40 289  6.3  8.7  1.78  7.69  5.60 308 1015.7 999.0  10.3 999.0 99.0 99.00 
2022 07 02 12 50 292  7.1  8.6 99.00 99.00 99.00 999 1015.8 999.0  10.3 999.0 99.0 99.00 
2022 07 02 13 00 292  6.7  9.0 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 13 10 290  6.3  7.9 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
2022 07 02 13 20 289  6.4  8.1 99.00 99.00 99.00 999 1015.9 999.0  10.3 999.0 99.0 99.00 
